Watershed,Year,WY,Month,Day,NO3_ueq_L,SO4_ueq_L
WB,1990,1990,1,27,47,135
EB,1990,1990,1,27,33.2,105
WB,1990,1990,1,27,44.5,131
EB,1990,1990,1,27,30.7,104
WB,1990,1990,1,27,37.2,126
WB,1990,1990,1,31,27.1,117
EB,1990,1990,1,31,24.3,106
EB,1990,1990,1,31,23.6,105
WB,1990,1990,1,31,27.1,114
WB,1990,1990,2,6,22.9,113
EB,1990,1990,2,6,18.8,110
EB,1990,1990,2,6,18.2,109
WB,1990,1990,2,6,23.2,115
EB,1990,1990,2,10,29.5,104
WB,1990,1990,2,10,28.3,112
EB,1990,1990,2,10,30.7,102
WB,1990,1990,2,10,30.9,115
EB,1990,1990,2,11,28.1,104
WB,1990,1990,2,11,30.3,122
WB,1990,1990,2,13,25.6,116
EB,1990,1990,2,13,23.7,102
EB,1990,1990,2,13,23.4,106
WB,1990,1990,2,20,20.1,111
EB,1990,1990,2,20,15.9,104
EB,1990,1990,2,20,14.8,106
EB,1990,1990,2,21,17.3,111
WB,1990,1990,2,21,21.7,117
WB,1990,1990,2,22,21.3,113
EB,1990,1990,2,23,23.4,101
WB,1990,1990,2,23,25.9,112
EB,1990,1990,2,23,23.8,101
EB,1990,1990,2,23,24.9,103
EB,1990,1990,2,23,26.5,103
WB,1990,1990,2,23,29.1,115
EB,1990,1990,2,23,26.8,105
EB,1990,1990,2,23,26.7,105
EB,1990,1990,2,23,27.1,106
WB,1990,1990,2,23,30.6,121
WB,1990,1990,2,25,28.7,121
WB,1990,1990,2,26,26.7,120
WB,1990,1990,2,27,25.2,115
EB,1990,1990,2,27,20.6,108
WB,1990,1990,2,27,24.7,118
WB,1990,1990,2,27,24.9,117
WB,1990,1990,3,6,21.7,115
EB,1990,1990,3,6,17.9,114
EB,1990,1990,3,6,NA,112
EB,1990,1990,3,11,15.5,111
WB,1990,1990,3,11,15.3,111
WB,1990,1990,3,13,26,111
EB,1990,1990,3,13,18.4,107
EB,1990,1990,3,13,18.8,108
WB,1990,1990,3,13,20.9,111
EB,1990,1990,3,14,17.8,109
WB,1990,1990,3,14,21.8,115
EB,1990,1990,3,15,21.2,110
WB,1990,1990,3,15,22.7,115
EB,1990,1990,3,17,22.5,107
WB,1990,1990,3,17,29.6,117
EB,1990,1990,3,17,23.9,105
WB,1990,1990,3,17,34.8,125
EB,1990,1990,3,17,25.6,102
WB,1990,1990,3,17,41.3,130
EB,1990,1990,3,17,29.1,103
WB,1990,1990,3,17,43,131
EB,1990,1990,3,18,28.6,102
WB,1990,1990,3,18,42.2,133
EB,1990,1990,3,18,28.9,102
WB,1990,1990,3,18,41.4,132
EB,1990,1990,3,19,26,106
WB,1990,1990,3,19,36.6,140
WB,1990,1990,3,20,34.4,126
EB,1990,1990,3,20,25.2,105
EB,1990,1990,3,20,25,105
EB,1990,1990,3,20,24.7,106
WB,1990,1990,3,20,32.9,128
EB,1990,1990,3,20,22,102
WB,1990,1990,3,20,31.9,120
EB,1990,1990,3,21,21.4,103
WB,1990,1990,3,21,33.8,126
EB,1990,1990,3,22,22,105
WB,1990,1990,3,22,28.9,125
EB,1990,1990,3,23,21,103
WB,1990,1990,3,23,33.4,128
EB,1990,1990,3,23,21.6,104
WB,1990,1990,3,23,35,130
EB,1990,1990,3,23,21.2,104
WB,1990,1990,3,23,33.6,130
EB,1990,1990,3,23,21.6,104
WB,1990,1990,3,23,32.6,128
WB,1990,1990,3,27,28.1,124
EB,1990,1990,3,27,18.7,108
WB,1990,1990,3,27,28.2,127
EB,1990,1990,3,31,16.6,107
WB,1990,1990,3,31,21,116
WB,1990,1990,4,3,22.2,115
WB,1990,1990,4,3,23.2,117
EB,1990,1990,4,3,14.4,107
EB,1990,1990,4,4,16.1,102
WB,1990,1990,4,4,31.9,122
EB,1990,1990,4,4,18.6,101
WB,1990,1990,4,4,32.4,123
EB,1990,1990,4,4,19.4,99
WB,1990,1990,4,4,31.9,125
EB,1990,1990,4,4,21.1,103
WB,1990,1990,4,4,31.5,123
EB,1990,1990,4,4,20.1,104
WB,1990,1990,4,4,30.1,127
EB,1990,1990,4,5,19.8,104
WB,1990,1990,4,5,29,125
WB,1990,1990,4,10,27.5,126
EB,1990,1990,4,10,14.3,109
EB,1990,1990,4,10,NA,107
WB,1990,1990,4,10,28.3,127
EB,1990,1990,4,10,14.7,107
WB,1990,1990,4,10,25.5,125
EB,1990,1990,4,11,16,106
WB,1990,1990,4,11,29.7,131
EB,1990,1990,4,11,15.9,103
WB,1990,1990,4,11,28.3,140
EB,1990,1990,4,11,17.1,101
WB,1990,1990,4,11,29,147
EB,1990,1990,4,11,18.4,99
WB,1990,1990,4,11,32.2,149
EB,1990,1990,4,11,19.1,104
WB,1990,1990,4,11,30.9,146
EB,1990,1990,4,11,19.7,104
WB,1990,1990,4,11,31.6,153
EB,1990,1990,4,11,19.4,105
WB,1990,1990,4,11,31.8,152
EB,1990,1990,4,12,17.6,105
WB,1990,1990,4,12,34.3,142
EB,1990,1990,4,12,17,105
WB,1990,1990,4,12,32.6,136
EB,1990,1990,4,15,13.8,103
WB,1990,1990,4,15,27.2,125
EB,1990,1990,4,15,13.8,103
WB,1990,1990,4,15,29.5,132
EB,1990,1990,4,15,15,104
WB,1990,1990,4,15,33.3,139
EB,1990,1990,4,15,15.6,105
WB,1990,1990,4,15,34.4,140
EB,1990,1990,4,16,15.3,104
WB,1990,1990,4,16,34.8,140
EB,1990,1990,4,16,14.8,105
WB,1990,1990,4,16,37.1,138
EB,1990,1990,4,16,13.6,107
WB,1990,1990,4,16,32.9,135
EB,1990,1990,4,17,13.6,106
EB,1990,1990,4,17,13.5,106
WB,1990,1990,4,17,31.5,131
WB,1990,1990,4,17,31.6,133
EB,1990,1990,4,18,12.6,107
WB,1990,1990,4,18,29.5,132
EB,1990,1990,4,19,11.7,109
WB,1990,1990,4,19,27,128
EB,1990,1990,4,20,10.6,108
WB,1990,1990,4,20,25.2,127
EB,1990,1990,4,21,10.4,108
WB,1990,1990,4,21,26.2,127
EB,1990,1990,4,22,10.2,109
WB,1990,1990,4,22,24.6,127
EB,1990,1990,4,23,8.3,109
WB,1990,1990,4,23,22.8,126
WB,1990,1990,4,24,23.9,127
WB,1990,1990,4,24,23.8,127
EB,1990,1990,4,24,8.4,111
EB,1990,1990,4,25,7.8,112
WB,1990,1990,4,25,21,126
EB,1990,1990,4,26,5.3,115
WB,1990,1990,4,26,18.4,124
EB,1990,1990,4,28,5.3,115
WB,1990,1990,4,28,15.5,122
EB,1990,1990,4,29,4.3,115
WB,1990,1990,4,29,13.4,120
EB,1990,1990,4,30,3.9,114
WB,1990,1990,4,30,12.9,120
WB,1990,1990,5,1,16.1,124
EB,1990,1990,5,1,4,113
WB,1990,1990,5,1,16.2,124
EB,1990,1990,5,2,3.4,115
WB,1990,1990,5,2,11.4,121
EB,1990,1990,5,4,3.2,116
WB,1990,1990,5,4,10.7,119
EB,1990,1990,5,4,2.9,115
WB,1990,1990,5,4,10.2,117
EB,1990,1990,5,5,3.6,114
WB,1990,1990,5,5,10.9,117
WB,1990,1990,5,8,14.2,122
EB,1990,1990,5,8,3.4,114
EB,1990,1990,5,8,3.4,114
WB,1990,1990,5,8,14.5,123
WB,1990,1990,5,15,22.4,137
EB,1990,1990,5,15,7.3,110
EB,1990,1990,5,15,5.3,111
EB,1990,1990,5,21,3.7,110
WB,1990,1990,5,21,16.7,129
WB,1990,1990,5,22,16.7,129
EB,1990,1990,5,22,4.1,114
WB,1990,1990,5,22,16.4,127
EB,1990,1990,5,22,3.5,109
WB,1990,1990,5,22,16.6,130
EB,1990,1990,5,23,3.8,111
WB,1990,1990,5,23,17.4,130
EB,1990,1990,5,23,4.1,111
WB,1990,1990,5,24,17.2,130
EB,1990,1990,5,25,3.8,113
WB,1990,1990,5,25,15.9,130
EB,1990,1990,5,26,3.4,112
WB,1990,1990,5,26,15.1,129
EB,1990,1990,5,27,3,114
WB,1990,1990,5,27,13.3,124
EB,1990,1990,5,27,2.5,113
WB,1990,1990,5,28,12.3,125
WB,1990,1990,5,29,10.9,124
EB,1990,1990,5,29,2.2,111
EB,1990,1990,5,29,2.2,111
EB,1990,1990,6,4,1.6,115
WB,1990,1990,6,4,9.9,126
WB,1990,1990,6,5,9.2,124
EB,1990,1990,6,5,1.3,113
WB,1990,1990,6,5,9.4,124
EB,1990,1990,6,6,1.4,115
WB,1990,1990,6,6,9.5,125
EB,1990,1990,6,7,0.8,115
WB,1990,1990,6,7,7.8,125
EB,1990,1990,6,8,0.8,115
WB,1990,1990,6,8,6.9,125
EB,1990,1990,6,9,1.4,114
WB,1990,1990,6,9,7.2,124
EB,1990,1990,6,10,1,113
WB,1990,1990,6,10,6.2,124
EB,1990,1990,6,11,0.8,114
WB,1990,1990,6,11,6.6,126
WB,1990,1990,6,12,5.6,122
EB,1990,1990,6,12,0.8,113
EB,1990,1990,6,12,0.7,113
WB,1990,1990,6,19,2.4,117
WB,1990,1990,6,19,2.4,118
EB,1990,1990,6,19,0.5,114
EB,1990,1990,6,23,0.9,112
WB,1990,1990,6,23,1.8,119
EB,1990,1990,6,24,0.8,110
WB,1990,1990,6,24,5.7,117
EB,1990,1990,6,24,0.6,111
WB,1990,1990,6,24,3.8,120
EB,1990,1990,6,24,0.05,113
WB,1990,1990,6,24,3.5,121
WB,1990,1990,6,26,0.9,120
WB,1990,1990,6,26,1.3,121
EB,1990,1990,6,26,0.05,114
EB,1990,1990,6,29,0.05,111
WB,1990,1990,6,29,0.9,118
EB,1990,1990,6,30,0.05,114
WB,1990,1990,6,30,0.7,117
EB,1990,1990,6,30,0.05,114
WB,1990,1990,6,30,0.6,117
EB,1990,1990,6,30,0.05,114
WB,1990,1990,6,30,0.05,116
EB,1990,1990,6,30,0.05,115
WB,1990,1990,6,30,0.05,117
EB,1990,1990,6,30,0.05,114
WB,1990,1990,6,30,0.5,118
WB,1990,1990,7,3,0.05,115
EB,1990,1990,7,3,0.05,114
EB,1990,1990,7,3,0.05,113
WB,1990,1990,7,3,0.4,116
WB,1990,1990,7,10,0.8,112
WB,1990,1990,7,10,0.5,112
EB,1990,1990,7,10,1,115
EB,1990,1990,7,10,0.9,116
WB,1990,1990,7,17,0.5,111
WB,1990,1990,7,17,0.6,109
WB,1990,1990,7,24,0.7,107
WB,1990,1990,7,24,0.7,106
WB,1990,1990,7,25,0.05,101
EB,1990,1990,7,25,3.1,111
EB,1990,1990,7,25,3.2,111
WB,1990,1990,7,25,0.05,102
WB,1990,1990,7,31,0.05,106
WB,1990,1990,7,31,0.6,106
WB,1990,1990,8,7,0.6,101
WB,1990,1990,8,7,0.6,101
EB,1990,1990,8,11,4.7,86
WB,1990,1990,8,11,0.05,94
EB,1990,1990,8,11,6.1,88
WB,1990,1990,8,11,15.9,127
EB,1990,1990,8,11,7.2,95
WB,1990,1990,8,11,21.7,127
EB,1990,1990,8,11,5.5,98
WB,1990,1990,8,11,21.7,125
EB,1990,1990,8,12,2.4,101
WB,1990,1990,8,12,17.2,129
EB,1990,1990,8,12,0.05,104
WB,1990,1990,8,12,17.6,133
EB,1990,1990,8,12,0.05,108
WB,1990,1990,8,12,13.5,133
EB,1990,1990,8,12,0.05,108
WB,1990,1990,8,12,7.9,134
WB,1990,1990,8,14,1.6,128
EB,1990,1990,8,14,0.05,113
EB,1990,1990,8,14,0.05,113
WB,1990,1990,8,14,0.05,128
WB,1990,1990,8,21,0.05,116
WB,1990,1990,8,21,0.05,115
WB,1990,1990,8,28,0.4,106
WB,1990,1990,8,28,0.5,104
WB,1990,1990,9,11,0.05,110
WB,1990,1990,9,11,0.05,110
WB,1990,1990,9,18,0.6,109
WB,1990,1990,9,18,0.05,110
WB,1990,1990,9,21,17.6,146
EB,1990,1990,9,22,6.7,128
EB,1990,1990,9,23,1.5,126
WB,1990,1990,9,23,0.9,109
WB,1990,1990,9,23,0.7,97
WB,1990,1990,9,23,6.8,116
WB,1990,1990,9,23,29.5,134
EB,1990,1990,9,23,3.3,123
WB,1990,1990,9,23,31.4,142
EB,1990,1990,9,23,1.8,121
WB,1990,1990,9,23,27.2,145
EB,1990,1990,9,23,6.4,112
WB,1990,1990,9,23,21.6,145
EB,1990,1990,9,24,0.8,108
WB,1990,1990,9,25,10.2,137
WB,1990,1990,9,25,10.2,139
EB,1990,1990,9,25,0.05,118
WB,1990,1991,10,2,1.9,139
WB,1990,1991,10,2,1.9,142
EB,1990,1991,10,2,0.05,123
WB,1990,1991,10,9,0.5,137
EB,1990,1991,10,9,0.05,122
WB,1990,1991,10,9,0.4,136
EB,1990,1991,10,9,0.05,122
WB,1990,1991,10,9,0.5,145
EB,1990,1991,10,12,0.05,121
WB,1990,1991,10,12,11.7,151
EB,1990,1991,10,14,0.05,119
WB,1990,1991,10,14,13.2,155
EB,1990,1991,10,14,0.05,123
WB,1990,1991,10,14,12.3,151
WB,1990,1991,10,16,8.7,154
EB,1990,1991,10,16,0.05,123
WB,1990,1991,10,16,8.2,154
EB,1990,1991,10,19,0.05,121
WB,1990,1991,10,19,6.5,148
EB,1990,1991,10,21,0.05,121
WB,1990,1991,10,21,7.5,143
WB,1990,1991,10,23,7.7,144
EB,1990,1991,10,23,0.05,121
EB,1990,1991,10,23,0.05,120
WB,1990,1991,10,23,8,144
EB,1990,1991,10,23,0.05,118
WB,1990,1991,10,23,7.2,142
EB,1990,1991,10,24,0.05,114
WB,1990,1991,10,24,18.5,146
EB,1990,1991,10,24,3.3,105
WB,1990,1991,10,24,26.6,140
EB,1990,1991,10,24,5.4,104
WB,1990,1991,10,24,54.8,158
EB,1990,1991,10,24,6.4,106
WB,1990,1991,10,24,56.4,161
EB,1990,1991,10,24,4.9,108
WB,1990,1991,10,24,48.9,159
EB,1990,1991,10,25,3.4,108
WB,1990,1991,10,25,42,154
WB,1990,1991,10,30,23.1,144
WB,1990,1991,10,30,23.1,145
EB,1990,1991,10,30,0.05,114
EB,1990,1991,10,30,1.2,110
EB,1990,1991,11,2,1.1,115
WB,1990,1991,11,2,19.3,137
WB,1990,1991,11,6,18.6,128
EB,1990,1991,11,6,2.7,109
EB,1990,1991,11,10,3.8,108
WB,1990,1991,11,10,21.1,130
EB,1990,1991,11,10,3.7,111
WB,1990,1991,11,10,23.3,120
EB,1990,1991,11,11,9.4,97
WB,1990,1991,11,11,41.7,135
EB,1990,1991,11,11,11.3,96
WB,1990,1991,11,11,45.3,136
EB,1990,1991,11,11,11.9,102
WB,1990,1991,11,11,45.1,143
EB,1990,1991,11,11,10.7,103
WB,1990,1991,11,11,41.7,141
EB,1990,1991,11,12,9.8,102
WB,1990,1991,11,12,36.1,127
WB,1990,1991,11,13,33.4,138
WB,1990,1991,11,13,33.4,138
EB,1990,1991,11,13,7.5,108
EB,1990,1991,11,16,5.8,106
WB,1990,1991,11,16,26.2,129
EB,1990,1991,11,18,6,106
WB,1990,1991,11,18,24.7,127
WB,1990,1991,11,20,24.1,123
EB,1990,1991,11,20,5.9,107
EB,1990,1991,11,20,5.9,107
EB,1990,1991,11,23,5.9,110
WB,1990,1991,11,23,23.2,126
EB,1990,1991,11,24,9.9,105
WB,1990,1991,11,24,33.8,134
EB,1990,1991,11,25,11.7,107
WB,1990,1991,11,25,36.3,139
WB,1990,1991,11,27,30.4,126
WB,1990,1991,11,27,32.5,131
EB,1990,1991,11,27,10.2,107
EB,1990,1991,11,27,9.8,103
WB,1990,1991,11,27,32.7,162
EB,1990,1991,11,27,10.1,107
WB,1990,1991,11,27,33.4,152
EB,1990,1991,11,27,10.3,107
WB,1990,1991,11,27,33.1,149
EB,1990,1991,11,27,10.1,107
WB,1990,1991,11,27,34,152
EB,1990,1991,11,27,10.3,108
WB,1990,1991,11,27,33.3,152
EB,1990,1991,11,27,10.4,107
WB,1990,1991,11,27,34.9,156
EB,1990,1991,11,27,10.3,108
WB,1990,1991,11,27,34.3,156
EB,1990,1991,11,27,10.6,108
WB,1990,1991,11,27,34.5,153
EB,1990,1991,11,27,10.2,109
WB,1990,1991,11,27,35.3,155
EB,1990,1991,11,27,10.4,107
WB,1990,1991,11,27,35,153
EB,1990,1991,11,27,10.5,109
WB,1990,1991,11,27,35.5,151
EB,1990,1991,11,27,10.3,107
WB,1990,1991,11,27,35.3,150
EB,1990,1991,11,28,10,108
WB,1990,1991,11,28,35.6,147
EB,1990,1991,11,28,10.6,110
WB,1990,1991,11,28,36.3,149
EB,1990,1991,11,28,10.4,108
WB,1990,1991,11,28,35.6,146
EB,1990,1991,11,28,10.7,108
WB,1990,1991,11,28,35.9,146
EB,1990,1991,11,28,10.4,108
WB,1990,1991,11,28,35.9,147
EB,1990,1991,11,28,10.6,107
WB,1990,1991,11,28,36.3,145
EB,1990,1991,11,28,10.5,107
WB,1990,1991,11,28,36.2,143
EB,1990,1991,11,28,10.3,106
WB,1990,1991,11,28,36.9,144
EB,1990,1991,11,28,10.6,106
WB,1990,1991,11,28,37.2,144
EB,1990,1991,11,28,10.8,107
WB,1990,1991,11,28,36.2,142
EB,1990,1991,11,28,10.7,107
WB,1990,1991,11,28,36.3,142
EB,1990,1991,11,28,10.8,107
WB,1990,1991,11,28,37.7,144
EB,1990,1991,11,30,9.8,107
WB,1990,1991,11,30,37.9,137
EB,1990,1991,12,2,8.9,107
WB,1990,1991,12,2,34.1,132
EB,1990,1991,12,3,9.1,108
WB,1990,1991,12,3,33.4,130
EB,1990,1991,12,4,11.1,95
WB,1990,1991,12,4,31.6,123
EB,1990,1991,12,4,16.9,89
WB,1990,1991,12,4,42.6,135
EB,1990,1991,12,4,21.3,88
WB,1990,1991,12,4,56.7,158
EB,1990,1991,12,4,23,90
WB,1990,1991,12,4,58.8,169
EB,1990,1991,12,5,22.4,94
WB,1990,1991,12,5,58.5,161
EB,1990,1991,12,5,20,99
WB,1990,1991,12,5,55.7,155
WB,1990,1991,12,5,55.8,155
EB,1990,1991,12,5,20.1,95
WB,1990,1991,12,5,57.8,155
WB,1990,1991,12,11,38.1,127
EB,1990,1991,12,11,12.5,103
WB,1990,1991,12,11,38.3,128
EB,1990,1991,12,14,12.6,104
WB,1990,1991,12,14,35.8,125
EB,1990,1991,12,16,13.8,97
WB,1990,1991,12,16,39.5,122
WB,1990,1991,12,18,41,125
EB,1990,1991,12,18,15.4,100
EB,1990,1991,12,18,15.4,100
WB,1990,1991,12,18,41.5,125
EB,1990,1991,12,18,15.7,99
WB,1990,1991,12,18,39.9,124
EB,1990,1991,12,18,17.8,94
WB,1990,1991,12,18,45.5,128
EB,1990,1991,12,18,22.5,97
WB,1990,1991,12,18,55.4,136
EB,1990,1991,12,19,23.1,97
WB,1990,1991,12,19,63.3,142
EB,1990,1991,12,19,22.3,98
WB,1990,1991,12,19,65,142
EB,1990,1991,12,19,22.4,99
WB,1990,1991,12,19,62,139
WB,1990,1991,12,25,56.5,143
WB,1990,1991,12,25,57.5,146
EB,1990,1991,12,25,18,96
EB,1990,1991,12,25,18.8,99
EB,1990,1991,12,28,15,105
WB,1990,1991,12,28,43.1,132
EB,1990,1991,12,30,17.8,103
WB,1990,1991,12,30,39.8,128
EB,1991,1991,1,2,15.8,100
WB,1991,1991,1,2,45.4,131
EB,1991,1991,1,8,14.1,105
WB,1991,1991,1,8,38.3,122
WB,1991,1991,1,8,38.3,122
WB,1991,1991,1,15,31.9,115
WB,1991,1991,1,15,31.6,114
EB,1991,1991,1,15,12.3,104
EB,1991,1991,1,15,12.7,105
WB,1991,1991,1,17,36.1,115
EB,1991,1991,1,22,18.5,102
EB,1991,1991,1,22,18.6,101
WB,1991,1991,1,22,40,117
WB,1991,1991,1,22,39.5,115
EB,1991,1991,1,29,16.4,107
EB,1991,1991,1,29,16.5,107
WB,1991,1991,1,29,36.5,116
WB,1991,1991,2,3,36,115
EB,1991,1991,2,5,16.7,102
WB,1991,1991,2,5,36.8,115
WB,1991,1991,2,5,36.8,113
WB,1991,1991,2,10,40.8,116
EB,1991,1991,2,12,16.4,110
EB,1991,1991,2,12,18.6,112
WB,1991,1991,2,12,38.5,118
WB,1991,1991,2,12,36.4,116
WB,1991,1991,2,17,40.7,116
EB,1991,1991,2,20,25.5,108
WB,1991,1991,2,20,43.2,115
WB,1991,1991,2,20,44.8,117
EB,1991,1991,2,22,22.5,106
WB,1991,1991,2,22,40.1,109
EB,1991,1991,2,24,21.8,107
WB,1991,1991,2,24,42.4,115
WB,1991,1991,2,26,42.2,115
WB,1991,1991,2,26,41.3,115
EB,1991,1991,2,26,20.7,108
EB,1991,1991,3,1,19.2,109
WB,1991,1991,3,1,38.9,114
EB,1991,1991,3,2,29.9,95
WB,1991,1991,3,2,38.5,98
EB,1991,1991,3,2,34.1,91
WB,1991,1991,3,2,48.8,104
EB,1991,1991,3,2,33.8,92
WB,1991,1991,3,2,61.2,129
EB,1991,1991,3,2,34.8,94
WB,1991,1991,3,2,79.4,168
EB,1991,1991,3,3,41.3,95
WB,1991,1991,3,3,85.8,162
EB,1991,1991,3,3,40.7,95
WB,1991,1991,3,3,87.8,160
EB,1991,1991,3,3,40.6,95
WB,1991,1991,3,3,87.1,151
EB,1991,1991,3,4,40.6,96
WB,1991,1991,3,4,87.6,152
EB,1991,1991,3,6,32.9,98
EB,1991,1991,3,6,33.4,99
WB,1991,1991,3,6,76.4,141
WB,1991,1991,3,6,77.9,142
EB,1991,1991,3,7,33.2,101
WB,1991,1991,3,7,76.2,142
EB,1991,1991,3,7,26.3,84
WB,1991,1991,3,7,61.1,123
EB,1991,1991,3,7,29.8,89
WB,1991,1991,3,7,72.9,151
EB,1991,1991,3,7,31.7,89
WB,1991,1991,3,7,78.1,158
EB,1991,1991,3,7,32.2,93
WB,1991,1991,3,7,78.3,153
EB,1991,1991,3,8,32.7,96
WB,1991,1991,3,8,78,148
EB,1991,1991,3,12,25.1,100
EB,1991,1991,3,12,24.5,100
WB,1991,1991,3,12,58.8,129
EB,1991,1991,3,18,21.6,103
WB,1991,1991,3,18,48.2,121
EB,1991,1991,3,19,18.8,90
WB,1991,1991,3,19,43.1,110
EB,1991,1991,3,19,18.6,88
WB,1991,1991,3,19,47.2,108
EB,1991,1991,3,19,19.3,90
WB,1991,1991,3,19,56.5,121
EB,1991,1991,3,19,20,90
WB,1991,1991,3,19,62.7,128
EB,1991,1991,3,19,22,91
WB,1991,1991,3,19,71.2,139
EB,1991,1991,3,19,23.6,93
WB,1991,1991,3,19,73.4,139
EB,1991,1991,3,20,23.9,94
WB,1991,1991,3,20,70.4,138
EB,1991,1991,3,20,22.6,95
WB,1991,1991,3,20,65,133
EB,1991,1991,3,21,22.1,97
WB,1991,1991,3,21,64.1,132
WB,1991,1991,3,21,64.4,132
WB,1991,1991,3,22,58.4,130
WB,1991,1991,3,24,52.9,126
EB,1991,1991,3,26,18.2,103
WB,1991,1991,3,26,48.8,123
WB,1991,1991,3,26,49.9,124
WB,1991,1991,3,27,45.5,121
WB,1991,1991,3,28,49.7,119
WB,1991,1991,3,28,62,141
WB,1991,1991,3,28,65.2,148
WB,1991,1991,3,28,65.2,149
WB,1991,1991,3,28,68.9,156
WB,1991,1991,3,28,69.1,155
WB,1991,1991,3,29,63.4,142
WB,1991,1991,3,29,61.4,143
WB,1991,1991,3,29,60.2,142
WB,1991,1991,3,29,63.1,146
EB,1991,1991,4,2,18.1,105
EB,1991,1991,4,2,18.4,105
WB,1991,1991,4,2,52.4,134
WB,1991,1991,4,2,52.8,136
EB,1991,1991,4,3,17.6,102
WB,1991,1991,4,3,49.8,126
WB,1991,1991,4,3,54.5,132
EB,1991,1991,4,4,18.2,101
EB,1991,1991,4,5,18,99
WB,1991,1991,4,5,53.3,140
WB,1991,1991,4,9,57.8,145
EB,1991,1991,4,9,17.9,103
EB,1991,1991,4,9,17.8,104
EB,1991,1991,4,9,17.3,101
WB,1991,1991,4,9,54,139
EB,1991,1991,4,10,18.5,104
WB,1991,1991,4,10,54.6,142
EB,1991,1991,4,11,16.4,105
WB,1991,1991,4,11,55.6,144
EB,1991,1991,4,12,15.9,106
WB,1991,1991,4,12,52.2,140
EB,1991,1991,4,13,14.2,105
WB,1991,1991,4,13,48,137
EB,1991,1991,4,14,13.3,107
WB,1991,1991,4,14,46.3,134
EB,1991,1991,4,15,12.7,108
WB,1991,1991,4,15,45.3,130
WB,1991,1991,4,16,44.6,132
WB,1991,1991,4,16,46.1,132
EB,1991,1991,4,16,13.2,108
EB,1991,1991,4,18,11.1,102
WB,1991,1991,4,18,44.6,132
EB,1991,1991,4,20,10.6,109
WB,1991,1991,4,20,45.9,132
EB,1991,1991,4,21,10.7,108
WB,1991,1991,4,21,43,128
EB,1991,1991,4,21,10.8,100
WB,1991,1991,4,21,49,148
EB,1991,1991,4,21,12.9,101
WB,1991,1991,4,21,56,155
EB,1991,1991,4,22,13.7,102
WB,1991,1991,4,22,62.3,159
EB,1991,1991,4,22,14.6,102
WB,1991,1991,4,22,63.4,161
EB,1991,1991,4,22,14.7,101
WB,1991,1991,4,22,62.6,156
EB,1991,1991,4,22,14.7,103
WB,1991,1991,4,22,64.3,157
EB,1991,1991,4,23,15.1,103
WB,1991,1991,4,23,63.7,155
WB,1991,1991,4,23,63,155
WB,1991,1991,4,23,63.5,155
EB,1991,1991,4,23,14.7,106
EB,1991,1991,4,26,8.3,102
WB,1991,1991,4,26,45,131
EB,1991,1991,4,28,6.9,104
WB,1991,1991,4,28,40.7,128
EB,1991,1991,4,30,5.6,111
WB,1991,1991,4,30,38.5,133
WB,1991,1991,4,30,38.3,132
WB,1991,1991,5,3,38.1,130
WB,1991,1991,5,5,38.9,131
WB,1991,1991,5,6,36.4,129
WB,1991,1991,5,6,38.6,123
WB,1991,1991,5,7,55.6,143
EB,1991,1991,5,7,7.8,101
EB,1991,1991,5,7,7.8,102
WB,1991,1991,5,7,57.4,146
WB,1991,1991,5,7,57.5,145
WB,1991,1991,5,7,56.3,145
EB,1991,1991,5,10,5.2,107
WB,1991,1991,5,10,43,137
EB,1991,1991,5,12,3.5,108
WB,1991,1991,5,12,35.8,132
EB,1991,1991,5,14,2.4,111
WB,1991,1991,5,14,31.3,132
WB,1991,1991,5,14,31.3,131
EB,1991,1991,5,17,3.8,111
WB,1991,1991,5,17,25,129
EB,1991,1991,5,19,1.5,110
WB,1991,1991,5,19,26,128
EB,1991,1991,5,21,0.9,110
WB,1991,1991,5,21,20,128
WB,1991,1991,5,21,20.2,128
EB,1991,1991,5,24,0.05,105
WB,1991,1991,5,24,13.2,123
WB,1991,1991,5,26,9.8,121
EB,1991,1991,5,28,0.5,106
EB,1991,1991,5,28,0.4,106
WB,1991,1991,5,28,20.9,128
WB,1991,1991,5,28,20.7,126
EB,1991,1991,5,31,0.1,106
EB,1991,1991,6,2,0.1,109
WB,1991,1991,6,4,7,123
EB,1991,1991,6,4,0.05,108
EB,1991,1991,6,4,0.1,109
EB,1991,1991,6,7,0.8,109
WB,1991,1991,6,7,1.7,115
EB,1991,1991,6,9,0.8,107
WB,1991,1991,6,9,1.8,113
EB,1991,1991,6,11,0.7,108
WB,1991,1991,6,11,2.2,118
WB,1991,1991,6,11,2.4,118
EB,1991,1991,6,18,0.05,110
WB,1991,1991,6,18,4,120
WB,1991,1991,6,18,4.2,119
EB,1991,1991,6,21,0.3,103
WB,1991,1991,6,21,0.7,118
EB,1991,1991,6,23,0.1,102
WB,1991,1991,6,23,0.05,116
WB,1991,1991,6,25,0.05,116
WB,1991,1991,6,25,0.05,115
WB,1991,1991,6,27,0.2,116
WB,1991,1991,6,29,0.2,114
EB,1991,1991,7,14,0.05,104
WB,1991,1991,7,14,3.6,111
WB,1991,1991,8,12,0.05,140
EB,1991,1991,8,19,2.2,93
WB,1991,1991,8,19,0.05,103
WB,1991,1991,8,20,10.6,140
WB,1991,1991,8,20,10.6,140
