Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,Ca flag,Ca (ueq/L),NMCa (ueq/L),Mg flag,Mg (ueq/L),NMMg (ueq/L),K flag,K (ueq/L),NMK (ueq/L),Na flag,Na (ueq/L),NMNa (ueq/L),Si flag,Si (mg/L),NH4 flag,NH4 (ueq/L),Al flag,Al (ppb),Al-Org flag,Al-Org (PPB),Total N flag,Total N (ppm),Cl flag,Cl (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L),DOC flag,DOC (mg/L),DIC flag,DIC (mg/L),ANC (ueq/L),Closed-cell pH,Air-equilibrated pH,Specific Conductance (us/cm),Discharge (L/sec),Initial pH,H+ (ueq/L),HCO3 (ueq/L),Unequilibrated pH (older samples),Apparent color flag,Apparent Color (PCU),True color flag,True color (PCU),Total P flag,Total P (ppb),Field Temp (degrees C),Comment,SUVA
WB3,WB,S,DUP,1996,1996,7,30,12,SUMMER,212.5,3864.5,,102,99,,32,18,,3.8,2,,94,30,,2.1,Half DL,1.4,,403,,,<RL,0.09,,75,,193,185,,1.4,,2,,0.6,-9.1,4.94,4.97,35,3.142,,10.7,1.89,,<RL,2,,,,,,,
EB8,EB,S,REG,1996,1996,7,30,14,SUMMER,212.6,3864.58,,59,57,,19,7,,2,1,,85,33,,1.9,Half DL,1.4,,153,,,<RL,0.09,,60,,90,84,Half DL,0.05,,1.5,,1,2.6,5.34,5.47,20.7,3.68,,3.39,7.01,,<RL,4,,,,,,,
WB3,WB,S,REG,1996,1996,7,30,14,SUMMER,212.6,3864.58,,102,100,,32,18,,4.1,3,,95,32,,2.2,Half DL,1.4,,406,,,<RL,0.08,,73,,192,184,,1.4,,1.7,,0.7,-8.4,4.91,4.94,35.1,2.888,,11.5,1.86,,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1996,8,2,16,SUMMER,215.7,3867.67,,61,58,,20,7,,1.8,1,,87,32,,1.9,Half DL,1.4,,136,,,,,,64,,93,86,Half DL,0.05,,,,,3.1,S,5.66,21.2,2.236,,2.19,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1996,1996,8,2,16,SUMMER,215.7,3867.67,,100,97,,33,18,,3.6,2,,94,29,,2.4,Half DL,1.4,,357,,,,,,76,,176,168,,3.4,,1.7,,,-4.9,S,5.11,33.7,2.236,,7.76,,,<RL,2,,,,,,,
EB8,EB,6,ISCO,1996,1996,8,4,16,SUMMER,217.7,3869.67,,63,60,,21,7,,1.5,0,,90,30,,2,Half DL,1.4,,136,,,,,,70,,95,88,Half DL,0.05,,,,,3.4,S,5.7,21.9,1.076,,2,,,<RL,3,,,,,,,
WB3,WB,6,ISCO,1996,1996,8,4,16,SUMMER,217.7,3869.67,,100,97,,34,18,,3.3,2,,97,28,,2.5,Half DL,1.4,,314,,,,,,80,,173,165,,3,,1.7,,,-5.6,S,5.1,33.3,1.274,,7.94,,,<RL,2,,,,,,,
EB8,EB,8,ISCO,1996,1996,8,6,16,SUMMER,219.7,3871.67,,64,62,,21,6,,1.5,0,,93,29,,2.1,Half DL,1.4,,145,,,,,,75,,95,87,Half DL,0.05,,,,,3.7,S,5.78,22.4,0.623,,1.66,,,<RL,2,,,,,,,
WB3,WB,8,ISCO,1996,1996,8,6,16,SUMMER,219.7,3871.67,,101,98,,34,17,,3.1,1,,99,27,,2.6,Half DL,1.4,,281,,,,,,84,,170,161,,2.6,,1.8,,,-3.8,S,5.17,33.1,0.764,,6.76,,,,6,,,,,,,
EB8,EB,S,DUP,1996,1996,8,8,12,SUMMER,221.5,3873.5,,66,63,,21,6,,1.8,0,,95,26,,2,Half DL,1.4,,136,,,<RL,0.08,,80,,98,90,Half DL,0.05,,2,,1.4,4,5.36,5.8,23.2,0.226,,1.58,10.3,,<RL,3,,,,,,,
WB3,WB,S,REP,1996,1996,8,8,12,SUMMER,221.5,3873.5,,99,96,,34,17,,2.8,1,,98,24,,2.6,Half DL,1.4,,268,,,<RL,0.06,,86,,179,170,,2.7,,1.4,,0.8,-7.1,S,5.04,32.9,0.623,,9.12,,4.99,<RL,2,,,,,,,
EB8,EB,S,REG,1996,1996,8,8,14,SUMMER,221.6,3873.58,,67,64,,22,7,,1.5,0,,95,26,,2.2,Half DL,1.4,,138,,,<RL,0.08,,80,,98,90,,2.1,,1.9,,1.4,3.7,5.42,5.77,23.4,0.226,,1.7,11.7,,<RL,3,,,,,,,
WB3,WB,S,REG,1996,1996,8,8,14,SUMMER,221.6,3873.58,,99,96,,35,18,,2.8,1,,99,26,,2.6,Half DL,1.4,,281,,,<RL,0.06,,85,,176,167,,2.6,,1.5,,0.8,-7.7,4.99,5.05,33.1,0.623,,8.91,2.52,,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1996,8,11,16,SUMMER,224.7,3876.67,,68,65,,23,6,,1.3,0,,96,22,,2.2,Half DL,1.4,,142,,,,,,86,,96,87,Half DL,0.05,,2,,,4.9,S,5.94,23.7,0.226,,1.15,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1996,1996,8,11,16,SUMMER,224.7,3876.67,,99,96,,35,18,,2.6,1,,100,28,,2.7,Half DL,1.4,,243,,,,,,85,,164,155,<RL,0.5,,1.6,,,-5.7,S,5.22,32.9,0.51,,6.03,,,<RL,3,,,,,,,
WB3,WB,S,REG,1996,1996,8,13,10,SUMMER,226.4,3878.42,,97,94,,35,18,,2.8,1,,102,28,,2.8,Half DL,1.4,,260,,,,0.11,,87,,165,156,<RL,0.8,,1.6,,0.6,-2.6,5.04,5.1,33.4,0.396,,7.94,2.36,,<RL,3,,,,,,,
EB8,EB,S,REG,1996,1996,8,13,11,SUMMER,226.5,3878.46,,70,67,,24,7,,1.5,0,,97,22,,2.2,Half DL,1.4,,139,,,,0.13,,88,,98,89,<RL,0.3,,1.7,,1.8,10,5.4,5.97,24.5,0.113,,1.07,14.4,,<RL,3,,,,,,,
EB8,EB,S,REP,1996,1996,8,13,11,SUMMER,226.5,3878.46,,70,67,,24,8,,1.5,0,,97,27,,2.2,Half DL,1.4,,143,,,,0.13,,82,,98,90,<RL,0.2,,1.7,,1.8,7,S,6,24.5,0.113,,1,,5.38,<RL,3,,,,,,,
WB3,WB,S,DUP,1996,1996,8,13,12,SUMMER,226.5,3878.5,,96,93,,35,18,,2.6,1,,101,27,,2.8,Half DL,1.4,,256,,,<RL,0.09,,87,,164,155,,1.6,,1.6,,0.7,-5,5.05,5.09,33.2,0.396,,8.13,2.53,,<RL,2,,,,,,,
EB8,EB,S,DUP,1996,1996,9,10,14,FALL,254.6,3906.58,,75,71,,25,6,,2.6,1,,101,21,,2.3,Half DL,1.4,,169,,,,,,94,,102,92,<RL,0.4,,1.5,,2,14.7,5.42,5.96,25.2,0.226,,1.1,17,,<RL,4,,,,2,,,
EB8,EB,S,REG,1996,1996,9,10,14,FALL,254.6,3906.58,,77,73,,25,6,,2.6,1,,101,19,,2.3,Half DL,1.4,,182,,,,,,95,,101,91,Half DL,0.05,,1.6,,2,12.8,5.43,5.91,25,0.226,,1.23,17.2,,<RL,3,,,,3,,,
WB3,WB,S,REG,1996,1996,9,10,14,FALL,254.6,3906.58,,90,87,,35,17,,3.3,2,,105,25,,3,Half DL,1.4,,168,,,,,,94,,156,146,<RL,0.5,,1.2,,1.3,-0.9,5.22,5.37,31,0.623,,4.27,7.21,,<RL,2,,,,5,,,
EB8,EB,4,ISCO,1996,1996,9,13,16,FALL,257.7,3909.67,,74,70,,25,6,,1.5,0,,100,16,,2.2,Half DL,1.4,,139,,,,,,98,,101,91,Half DL,0.05,,1.5,,,13.9,S,6.3,24,0.34,,0.5,,,<RL,4,,,,,,,
WB3,WB,4,ISCO,1996,1996,9,13,16,FALL,257.7,3909.67,,81,78,,33,16,,4.6,3,,97,24,,2.7,Half DL,1.4,,159,,,,,,86,,144,135,Half DL,0.05,,1.5,,,-0.2,S,5.54,27.8,0.51,,2.88,,,,7,,,,,,,
EB8,EB,5,ISCO,1996,1996,9,14,16,FALL,258.7,3910.67,,64,62,,21,7,,3.1,2,,85,24,,1.8,Half DL,1.4,,143,,,,,,71,,95,88,Half DL,0.05,,2.4,,,7.1,S,5.92,21,7.644,,1.2,,,,8,,,,,,,
WB3,WB,6,ISCO,1996,1996,9,14,16,FALL,258.7,3910.67,,103,100,,37,21,,5.4,4,,99,28,,2.2,Half DL,1.4,,190,,,,,,83,,170,161,,4.5,,1.9,,,1.1,S,5.48,31.4,5.945,,3.31,,,,6,,,,,,,
WB3,WB,8,ISCO,1996,1996,9,14,20,FALL,258.8,3910.83,,106,103,,38,22,,4.9,3,,99,27,,2.2,Half DL,1.4,,194,,,,,,84,,179,170,,5.1,,1.7,,,-0.7,S,5.46,31.9,4.926,,3.47,,,<RL,4,,,,,,,
EB8,EB,8,ISCO,1996,1996,9,14,24,FALL,259,3911,,59,57,,19,7,,3.3,2,,80,28,,1.7,Half DL,1.4,,163,,,,,,61,,88,82,Half DL,0.05,,2.6,,,6.3,S,5.81,19.7,12.4,,1.55,,,,10,,,,,,,
WB3,WB,10,ISCO,1996,1996,9,14,24,FALL,259,3911,,111,108,,37,23,,6.4,5,,94,33,,2.1,Half DL,1.4,,261,,,,,,71,,168,161,,2.7,,2.7,,,1.6,S,5.43,31.7,9.201,,3.72,,,,10,,,,,,,
EB8,EB,9,ISCO,1996,1996,9,15,2,FALL,259.1,3911.08,,56,54,,17,7,,3.6,3,,77,30,,1.7,Half DL,1.4,,203,,,,,,55,,85,79,Half DL,0.05,,3.1,,,3.9,S,5.64,19.2,21.204,,2.29,,,,13,,,,,,,
WB3,WB,11,ISCO,1996,1996,9,15,2,FALL,259.1,3911.08,,111,109,,35,22,,7.2,6,,90,33,,1.9,Half DL,1.4,,366,,,,,,67,,188,181,,11.1,,2.5,,,-4,S,5.12,34,18.939,,7.59,,,,8,,,,,,,
EB8,EB,10,ISCO,1996,1996,9,15,4,FALL,259.2,3911.17,,56,54,,17,6,,3.3,2,,77,29,,1.7,Half DL,1.4,,208,,,,,,56,,94,88,Half DL,0.05,,3.3,,,3.8,S,5.58,19.4,23.554,,2.63,,,,10,,,,,,,
EB8,EB,12,ISCO,1996,1996,9,15,8,FALL,259.3,3911.33,,56,54,,17,6,,2.6,2,,78,30,,1.7,Half DL,1.4,,191,,,,,,56,,95,89,Half DL,0.05,,2.8,,,3.2,S,5.59,19.5,15.825,,2.57,,,,7,,,,,,,
WB3,WB,14,ISCO,1996,1996,9,15,8,FALL,259.3,3911.33,,112,110,,33,20,,5.9,5,,91,35,,1.9,Half DL,1.4,,425,,,,,,66,,205,198,,12.2,,1.9,,,-6.3,S,5.07,34.5,12.57,,8.51,,,<RL,5,,,,,,,
EB8,EB,15,ISCO,1996,1996,9,15,14,FALL,259.6,3911.58,,56,54,,17,7,,2.3,1,,77,30,,1.6,Half DL,1.4,,185,,,,,,55,,96,90,Half DL,0.05,,2.6,,,2.6,S,5.57,19.5,11.239,,2.69,,,,6,,,,,,,
WB3,WB,18,ISCO,1996,1996,9,15,16,FALL,259.7,3911.67,,112,110,,33,19,,5.4,4,,92,31,,1.9,Half DL,1.4,,428,,,,,,71,,202,195,,6.5,,1.8,,,-6.3,S,5.07,35.4,8.493,,8.51,,,<RL,3,,,,,,,
EB8,EB,19,ISCO,1996,1996,9,15,22,FALL,259.9,3911.92,,57,55,,18,7,,2,1,,78,30,,1.6,Half DL,1.4,,168,,,,,,56,,102,96,Half DL,0.05,,2.4,,,3.5,S,5.63,19.5,7.162,,2.34,,,<RL,5,,,,,,,
WB3,WB,24,ISCO,1996,1996,9,16,4,FALL,260.2,3912.17,,112,110,,33,19,,4.9,4,,93,34,,1.9,Half DL,1.4,,376,,,,,,69,,203,196,,11.2,,1.5,,,-6.5,S,5.13,34.8,4.53,,7.41,,,<RL,3,,,,,,,
EB8,EB,24,ISCO,1996,1996,9,16,8,FALL,260.3,3912.33,,58,56,,20,9,,2,1,,79,31,,1.7,Half DL,1.4,,156,,,,,,56,,100,94,Half DL,0.05,,2.3,,,4.3,S,5.68,19.5,5.152,,2.09,,,<RL,5,,,,,,,
WB3,WB,S,DUP,1996,1996,9,17,10,FALL,261.4,3913.42,,110,107,,34,19,,4.9,3,,97,33,,2.1,Half DL,1.4,,306,,,<RL,0.09,,74,,200,192,,1.2,,1.6,,1.3,-6.3,5.02,5.07,33.8,2.236,,8.51,4.81,,<RL,3,,,,1,,,
WB3,WB,S,REG,1996,1996,9,17,10,FALL,261.4,3913.42,,111,108,,34,19,,4.9,3,,97,33,,2.1,Half DL,1.4,,318,,,<RL,0.09,,75,,200,192,,1.4,,1.7,,1.3,-7.1,5,5.08,33.8,2.236,,8.32,4.6,,<RL,3,,,,2,,,
EB8,EB,S,REG,1996,1996,9,17,11,FALL,261.5,3913.46,,62,59,,19,6,,2.3,1,,83,28,,1.8,Half DL,1.4,,166,,,,0.19,,64,,100,93,Half DL,0.05,,2.2,,0.7,5.4,5.5,5.68,20.3,3.171,,2.09,6.88,,<RL,4,,,,1,,,
EB8,EB,S,REP,1996,1996,9,17,11,FALL,261.5,3913.46,,62,60,,19,7,,2.3,1,,82,29,,1.8,Half DL,1.4,,171,,,,0.19,,62,,99,93,Half DL,0.05,,,,,5.8,S,5.73,20,3.171,,1.86,,5.46,<RL,4,,,,,,,
EB8,EB,4,ISCO,1996,1996,9,20,16,FALL,264.7,3916.67,,58,56,,19,6,,1.8,1,,84,29,,1.8,Half DL,1.4,,142,,,,,,64,,100,93,Half DL,0.05,,1.9,,,3.3,S,5.5,20.7,1.699,,3.16,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1996,1996,9,20,16,FALL,264.7,3916.67,,107,104,,34,19,,3.8,2,,97,30,,2.2,Half DL,1.4,,264,,,,,,78,,193,185,<RL,0.9,,1.4,,,-6.8,S,5.04,34.5,1.274,,9.12,,,<RL,2,,,,,,,
EB8,EB,6,ISCO,1996,1996,9,22,16,FALL,266.7,3918.67,,59,57,,20,6,,1.3,0,,87,27,,1.9,Half DL,1.4,,138,,,,,,69,,99,92,Half DL,0.05,,1.8,,,3.1,S,5.53,21.7,0.764,,2.95,,,<RL,3,,,,,,,
WB3,WB,6,ISCO,1996,1996,9,22,16,FALL,266.7,3918.67,,105,102,,35,19,,3.3,2,,99,31,,2.3,Half DL,1.4,,231,,,,,,80,,184,176,<RL,0.8,,1.4,,,-4.1,S,5.14,33.8,0.623,,7.24,,,<RL,2,,,,,,,
EB8,EB,S,DUP,1996,1996,9,24,13,FALL,268.5,3920.54,,62,60,,21,6,,1.8,0,,87,25,,1.9,Half DL,1.4,,144,,,<RL,0.09,,73,,101,93,Half DL,0.05,,1.8,,1,5.6,5.38,5.52,22,0.764,,3.02,7.86,,<RL,3,,,,2,,,
EB8,EB,S,REG,1996,1996,9,24,13,FALL,268.5,3920.54,,63,60,,21,6,,1.8,0,,88,25,,1.9,Half DL,1.4,,151,,,<RL,0.09,,74,,103,95,Half DL,0.05,,1.8,,1,4.7,5.44,5.52,22,0.764,,3.02,8.73,,<RL,3,,,,2,,,
WB3,WB,S,REG,1996,1996,9,24,13,FALL,268.5,3920.54,,103,100,,35,19,,3.6,2,,100,26,,2.4,Half DL,1.4,,236,,,<RL,0.09,,86,,183,174,<RL,0.6,,1.4,,0.6,-5.4,5.08,5.05,33.4,0.623,,8.91,2.33,,<RL,1,,,,2,,,
WB3,WB,S,REP,1996,1996,9,24,13,FALL,268.5,3920.54,,103,100,,35,19,,3.6,2,,100,28,,,Half DL,1.4,,231,,,<RL,0.09,,84,,184,175,<RL,0.8,,,,,-4.6,S,5.08,33.3,0.623,,8.32,,5.1,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1996,9,27,16,FALL,271.7,3923.67,,64,61,,21,6,,1.3,0,,92,24,,2,Half DL,1.4,,134,,,,,,79,,104,96,Half DL,0.05,,1.5,,,3.1,S,5.78,22.2,0.623,,1.66,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1996,1996,9,27,16,FALL,271.7,3923.67,,106,102,,37,20,,3.3,2,,104,28,,2.7,Half DL,1.4,,210,,,,,,88,,183,174,<RL,0.8,,1,,,-3.5,S,5.3,33.3,0.51,,5.01,,,<RL,2,,,,,,,
EB8,EB,6,ISCO,1996,1996,9,29,16,FALL,273.7,3925.67,,66,63,,21,5,,1.8,0,,93,23,,2,Half DL,1.4,,127,,,,,,82,,103,95,Half DL,0.05,,1.6,,,4.9,S,5.78,22.6,1.274,,1.66,,,<RL,3,,,,,,,
WB3,WB,6,ISCO,1996,1996,9,29,16,FALL,273.7,3925.67,,105,101,,37,20,,4.1,2,,104,26,,2.5,Half DL,1.4,,193,,,,,,90,,183,174,<RL,0.7,,1.2,,,-4.1,S,5.23,33.4,0.764,,5.89,,,<RL,2,,,,,,,
EB8,EB,S,REG,1996,1997,10,1,12,FALL,275.5,3927.5,,67,64,,22,6,,1.5,0,,93,22,,2,Half DL,1.4,,120,,,,0.11,,83,,106,97,Half DL,0.05,,1.3,,1,5.1,5.43,5.8,23,0.623,,1.58,8.29,,<RL,2,,,,2,,,
EB8,EB,S,REP,1996,1997,10,1,12,FALL,275.5,3927.5,,68,65,,22,6,,1.5,0,,93,22,,2,Half DL,1.4,,123,,,,0.11,,83,,104,95,Half DL,0.05,,,,,3,S,5.82,23,0.623,,1.51,,5.42,<RL,2,,,,,,,
WB3,WB,S,DUP,1996,1997,10,1,12,FALL,275.5,3927.5,,106,103,,37,19,,4.1,2,,105,26,,2.6,Half DL,1.4,,198,,,,0.1,,92,,182,172,<RL,0.6,,1.1,,0.6,-1.5,5.16,5.24,33.3,0.623,,5.75,2.87,,<RL,2,,,,3,,,
WB3,WB,S,REG,1996,1997,10,1,12,FALL,275.5,3927.5,,106,103,,37,20,,3.8,2,,104,27,,2.6,Half DL,1.4,,191,,,,0.11,,90,,184,175,<RL,0.6,,1.1,,0.6,-3.5,5.15,5.25,33.5,0.623,,5.62,2.81,,<RL,2,,,,2,,,
EB8,EB,4,ISCO,1996,1997,10,4,16,FALL,278.7,3930.67,,66,63,,23,7,,1.8,0,,93,21,,2.1,Half DL,1.4,,129,,,,,,84,,103,94,Half DL,0.05,,1.3,,,2.9,S,5.67,22.6,0.623,,2.14,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1996,1997,10,4,16,FALL,278.7,3930.67,,102,98,,38,21,,4.6,3,,102,25,,2.6,Half DL,1.4,,173,,,,,,89,,173,164,<RL,0.6,,1.2,,,-3.1,S,5.27,32.7,0.51,,5.37,,,<RL,4,,,,,,,
EB8,EB,6,ISCO,1996,1997,10,6,16,FALL,280.7,3932.67,,66,63,,23,6,,1.8,0,,92,18,,2.1,Half DL,1.4,,136,,,,,,86,,107,98,Half DL,0.05,,1.4,,,3.2,S,5.71,22.6,0.623,,1.95,,,<RL,2,,,,,,,
WB3,WB,6,ISCO,1996,1997,10,6,16,FALL,280.7,3932.67,,102,99,,38,20,,4.1,2,,104,25,,2.7,Half DL,1.4,,171,,,,,,91,,177,168,<RL,0.3,,1.1,,,-2.1,S,5.27,32.4,0.566,,5.37,,,<RL,3,,,,,,,
EB8,EB,S,DUP,1996,1997,10,8,13,FALL,282.5,3934.54,,67,64,,23,6,,1.8,0,,94,19,,2.2,Half DL,1.4,,117,,,<RL,0.08,,87,,105,96,Half DL,0.05,,1.2,,1.3,3.2,5.45,5.86,23.5,0.623,,1.38,11.4,,<RL,2,,,,7,,,
EB8,EB,S,REG,1996,1997,10,8,13,FALL,282.5,3934.54,,67,64,,23,6,,1.5,0,,93,18,,2.1,Half DL,1.4,,118,,,<RL,0.08,,88,,106,97,Half DL,0.05,,1.1,,1.3,4.1,5.5,5.84,23.8,0.623,,1.45,12.8,,<RL,2,,,,7.1,,,
WB3,WB,S,REG,1996,1997,10,8,13,FALL,282.5,3934.54,,102,98,,38,19,,6.4,5,,110,26,,2.8,Half DL,1.4,,152,,,<RL,0.08,,98,,178,168,<RL,0.4,,1.6,,1,-3.5,5.22,5.28,32.5,0.51,,5.25,5.6,,<RL,2,,,,4.6,,,
WB3,WB,S,REP,1996,1997,10,8,13,FALL,282.5,3934.54,,102,99,,38,18,,6.6,5,,110,24,,2.8,Half DL,1.4,,153,,,<RL,0.08,,100,,181,171,Half DL,0.05,,,,,-2.6,S,5.26,32.5,0.51,,5.5,,5.22,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1997,10,11,16,FALL,285.7,3937.67,,64,61,,21,6,,2.8,1,,89,20,,2,Half DL,1.4,,128,,,,,,81,,99,91,Half DL,0.05,,1.5,,,3.9,S,5.77,21.9,1.953,,1.7,,,<RL,3,,,,,,,
WB3,WB,4,ISCO,1996,1997,10,11,16,FALL,285.7,3937.67,,109,106,,38,22,,5.6,4,,101,30,,2.4,Half DL,1.4,,200,,,,,,83,,185,176,<RL,0.7,,1.1,,,-3.1,S,5.26,32.6,1.472,,5.5,,,<RL,2,,,,,,,
EB8,EB,6,ISCO,1996,1997,10,13,16,FALL,287.7,3939.67,,65,62,,22,7,,2.6,1,,90,24,,2,Half DL,1.4,,128,,,,,,78,,100,92,Half DL,0.05,,1.6,,,5.1,S,5.8,22,1.274,,1.58,,,<RL,3,,,,,,,
WB3,WB,6,ISCO,1996,1997,10,13,16,FALL,287.7,3939.67,,109,106,,38,22,,5.6,4,,102,30,,2.4,Half DL,1.4,,180,,,,,,84,,182,173,<RL,0.6,,1.2,,,-4,S,5.28,32.5,1.076,,5.25,,,<RL,2,,,,,,,
EB8,EB,S,REG,1996,1997,10,17,10,FALL,291.4,3943.42,,66,63,,23,7,,3.3,2,,91,22,,2,Half DL,1.4,,108,,,<RL,0.08,,80,,101,93,Half DL,0.05,,1.6,,0.8,5.1,5.57,5.85,22.8,1.132,,1.41,9.63,,<RL,3,,,<RL,0.8,,,
EB8,EB,S,REP,1996,1997,10,17,10,FALL,291.4,3943.42,,67,64,,23,7,,3.6,2,,91,23,,2,Half DL,1.4,,108,,,<RL,0.08,,80,,101,93,Half DL,0.05,,,,,5.8,S,5.87,23,1.132,,1.35,,5.53,<RL,3,,,,,,,
WB3,WB,S,DUP,1996,1997,10,17,10,FALL,291.4,3943.42,,109,105,,39,22,,6.6,5,,104,28,,2.4,Half DL,1.4,,156,,,,0.1,,88,,182,173,<RL,0.9,,1.2,,0.6,-2.1,5.26,5.3,33.1,0.906,,5.01,3.87,,<RL,2,,,<RL,0.6,,,
WB3,WB,S,REG,1996,1997,10,17,10,FALL,291.4,3943.42,,109,106,,39,22,,6.1,5,,101,27,,2.5,Half DL,1.4,,151,,,<RL,0.07,,86,,181,172,<RL,0.8,,1.3,,0.6,-1.7,5.25,5.31,32.6,0.906,,4.9,3.78,,<RL,2,,,<RL,0.9,,,
EB8,EB,2,ISCO,1996,1997,10,18,16,FALL,292.7,3944.67,,66,63,,23,8,,2.8,1,,89,22,,2,Half DL,1.4,,121,,,,,,78,,100,92,Half DL,0.05,,1.6,,,4,S,5.85,22.4,0.906,,1.41,,,<RL,3,,,,,,,
WB3,WB,2,ISCO,1996,1997,10,18,16,FALL,292.7,3944.67,,109,106,,39,22,,5.6,4,,100,28,,2.5,Half DL,1.4,,182,,,,,,84,,178,169,<RL,0.8,,1.2,,,-2.8,S,5.36,32.4,0.764,,4.37,,,<RL,2,,,,,,,
EB8,EB,4,ISCO,1996,1997,10,20,16,FALL,294.7,3946.67,,62,59,,21,6,,2.8,1,,86,18,,2,Half DL,1.4,,114,,,,,,79,,100,92,Half DL,0.05,,1.5,,,5.4,S,5.87,22.7,0.906,,1.35,,,<RL,2,,,,,,,
WB3,WB,4,ISCO,1996,1997,10,20,16,FALL,294.7,3946.67,,107,104,,39,22,,5.9,4,,100,28,,2.5,Half DL,1.4,,168,,,,,,85,,175,166,<RL,0.7,,1.2,,,-1.9,S,5.37,32.1,0.679,,4.27,,,<RL,2,,,,,,,
EB8,EB,S,DUP,1996,1997,10,22,11,FALL,296.5,3948.46,,64,61,,22,6,,9.2,8,,88,18,,1.8,Half DL,1.4,,122,,,<RL,0.07,,82,,95,87,Half DL,0.05,,2.2,,0.9,5,5.55,5.81,22.4,6.596,,1.55,9.48,,,7,,,,2.9,,,
EB8,EB,S,REG,1996,1997,10,22,11,FALL,296.5,3948.46,,64,61,,22,6,,9.5,8,,88,18,,1.8,Half DL,1.4,,129,,,<RL,0.07,,81,,96,88,Half DL,0.05,,2.2,,0.9,6.5,5.53,5.79,22.3,6.596,,1.62,9.1,,,6,,,,4.5,,,
WB3,WB,S,REG,1996,1997,10,22,11,FALL,296.5,3948.46,,104,101,,39,22,,16.1,14,,98,22,,2.2,Half DL,1.4,,156,,,,0.11,,88,,173,164,,3.1,,2,,0.8,1,5.4,5.41,32.8,2.661,,3.89,6.09,,<RL,5,,,,2.3,,,
WB3,WB,S,REP,1996,1997,10,22,11,FALL,296.5,3948.46,,104,100,,39,21,,16.4,15,,98,21,,2.3,Half DL,1.4,,151,,,,0.11,,90,,174,165,,2.9,,,,,0.7,S,5.42,32.8,2.661,,3.8,,5.29,<RL,5,,,,,,,
EB8,EB,2,ISCO,1996,1997,10,22,14,FALL,296.6,3948.58,,61,58,,21,7,,8.9,8,,86,21,,1.8,Half DL,1.4,,163,,,,,,75,,94,86,Half DL,0.05,,2.6,,,2.6,S,5.62,22.1,15.486,,2.4,,,,9,,,,,,,
WB3,WB,2,ISCO,1996,1997,10,22,14,FALL,296.6,3948.58,,116,113,,39,23,,12.5,11,,97,26,,1.9,Half DL,1.4,,286,,,,,,83,,189,180,,11.5,,1.9,,,-4.7,S,5.17,35.4,12.626,,6.76,,,,7,,,,,,,
EB8,EB,4,ISCO,1996,1997,10,22,18,FALL,296.8,3948.75,,61,58,,21,6,,7.7,6,,87,23,,1.8,Half DL,1.4,,166,,,,,,74,,93,85,Half DL,0.05,,2.4,,,2.1,S,5.59,22.2,15.259,,2.57,,,,8,,,,,,,
WB3,WB,4,ISCO,1996,1997,10,22,18,FALL,296.8,3948.75,,118,115,,39,23,,11.3,10,,96,27,,1.9,Half DL,1.4,,304,,,,,,80,,195,187,,11.9,,1.8,,,-5.1,S,5.13,35.9,10.645,,7.41,,,,6,,,,,,,
EB8,EB,7,ISCO,1996,1997,10,22,24,FALL,297,3949,,61,58,,21,7,,6.9,5,,86,20,,1.7,Half DL,1.4,,169,,,,,,76,,93,85,Half DL,0.05,,2.5,,,1.4,S,5.58,22.1,12.485,,2.63,,,,7,,,,,,,
WB3,WB,7,ISCO,1996,1997,10,22,24,FALL,297,3949,,117,114,,38,23,,10.5,9,,95,30,,2,Half DL,1.4,,303,,,,,,76,,194,186,,11.3,,1.8,,,-5.9,S,5.16,35.7,6.625,,6.92,,,,6,,,,,,,
EB8,EB,12,ISCO,1996,1997,10,23,10,FALL,297.4,3949.42,,58,56,,21,7,,6.1,5,,83,22,,1.7,Half DL,1.4,,182,,,,,,71,,94,87,Half DL,0.05,,2.6,,,-1.3,S,5.41,21.7,14.466,,3.89,,,,7,,,,,,,
WB3,WB,12,ISCO,1996,1997,10,23,10,FALL,297.4,3949.42,,116,113,,35,22,,9.2,8,,94,33,,1.9,Half DL,1.4,,435,,,,,,71,,203,196,,13.1,,1.7,,,-6.9,S,5.07,36.5,9.399,,8.51,,,,6,,,,,,,
EB8,EB,15,ISCO,1996,1997,10,23,16,FALL,297.7,3949.67,,59,57,,21,7,,5.9,5,,84,25,,1.7,Half DL,1.4,,177,,,,,,69,,95,88,Half DL,0.05,,2.4,,,0.8,S,5.47,21.5,10.05,,3.39,,,,7,,,,,,,
