Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,NH4 flag,NH4 (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L)
WB3,WB,,REG,2013,2013,8,21,10,SUMMER,233.42,10095.42,,,,153,147.0049342,,5.1
EB8,EB,,REG,2013,2013,9,6,11,FALL,249.46,10111.46,,,,62,58.38228788,,0.05
WB3,WB,,REG,2013,2013,9,6,10,FALL,249.42,10111.42,,,,154,149.9688351,,12
EB8,EB,,REG,2013,2013,9,19,10,FALL,262.42,10124.42,,,,65,60.14192944,,0.05
WB3,WB,,REG,2013,2013,9,19,10,FALL,262.42,10124.42,,,,151,145.935203,,8
EB8,EB,,REG,2013,2014,10,3,9,FALL,276.38,10138.38,,,,69,63.52175022,,0.05
WB3,WB,,REG,2013,2014,10,3,9,FALL,276.38,10138.38,,,,148,142.3150238,,2.9
EB8,EB,,REG,2013,2014,10,20,13,FALL,293.54,10155.54,,,,71,65.0049342,,0.05
WB3,WB,,REG,2013,2014,10,20,12,FALL,293.5,10155.5,,,,144,137.7982078,,2.8
EB8,EB,,REG,2013,2014,11,11,12,FALL,315.5,10177.5,,,,69,63.1082974,,0.05
WB3,WB,,REG,2013,2014,11,11,12,FALL,315.5,10177.5,,,,140,134.0049342,,17
EB8,EB,,ISCO,2013,2014,11,27,5,FALL,331.21,10193.21,,,,66,60.21166061,,1.1
EB8,EB,,ISCO,2013,2014,11,27,23,FALL,331.96,10193.96,,,,48,42.83183983,,1.3
EB8,EB,,ISCO,2013,2014,11,27,17,FALL,331.71,10193.71,,,,49,43.93520303,,1.8
EB8,EB,,ISCO,2013,2014,11,27,18,FALL,331.75,10193.75,,,,46,40.83183983,,2
EB8,EB,,ISCO,2013,2014,11,27,14,FALL,331.58,10193.58,,,,49,43.31502381,,2.3
WB3,WB,,ISCO,2013,2014,11,27,5,FALL,331.21,10193.21,,,,135,129.3150238,,33
WB3,WB,,ISCO,2013,2014,11,27,14,FALL,331.58,10193.58,,,,132,127.0385662,,59
WB3,WB,,ISCO,2013,2014,11,27,18,FALL,331.75,10193.75,,,,149,144.0385662,,68
WB3,WB,,ISCO,2013,2014,11,27,23,FALL,331.96,10193.96,,,,149,143.935203,,68
WB3,WB,,ISCO,2013,2014,11,27,17,FALL,331.71,10193.71,,,,139,134.2452926,,71
EB8,EB,,ISCO,2013,2014,11,28,14,FALL,332.58,10194.58,,,,54,48.72847662,,0.7
EB8,EB,,ISCO,2013,2014,11,28,6,FALL,332.25,10194.25,,,,51,45.72847662,,0.8
WB3,WB,,ISCO,2013,2014,11,28,14,FALL,332.58,10194.58,,,,149,143.7284766,,65
WB3,WB,,ISCO,2013,2014,11,28,6,FALL,332.25,10194.25,,,,150,144.8318398,,67
EB8,EB,,REG,2013,2014,11,30,12,FALL,334.5,10196.5,,,,59,53.62511342,,0.05
WB3,WB,,REG,2013,2014,11,30,12,FALL,334.5,10196.5,,,,146,140.418387,,56
EB8,EB,,REG,2014,2014,1,17,12,WINTER,17.5,10244.5,,,,58,53.55538225,,1.1
EB8,EB,,REG,2014,2014,2,12,12,WINTER,43.5,10270.5,,,,70,64.41838701,,2.3
EB8,EB,,REG,2014,2014,3,6,12,SPRING,65.5,10292.5,,,,68,62.52175022,,2.2
EB8,EB,,REG,2014,2014,3,23,13,SPRING,82.54,10309.54,,,,67,61.0049342,,2.1
EB8,EB,1,ISCO,2014,2014,4,6,11,SPRING,96.46,10323.46,,,,55,49.72847662,,1.3
EB8,EB,,REG,2014,2014,4,6,14,SPRING,96.58,10323.58,,,,55,49.83183983,,1.1
EB8,EB,2,ISCO,2014,2014,4,7,11,SPRING,97.46,10324.46,,,,53,47.93520303,,1.5
EB8,EB,3,ISCO,2014,2014,4,8,11,SPRING,98.46,10325.46,,,,48,43.24529264,,1.8
EB8,EB,4,ISCO,2014,2014,4,9,11,SPRING,99.46,10326.46,,,,49,44.45201905,,1.3
EB8,EB,5,ISCO,2014,2014,4,10,11,SPRING,100.46,10327.46,,,,51,46.34865585,,1.1
EB8,EB,6,ISCO,2014,2014,4,11,11,SPRING,101.46,10328.46,,,,49,44.65874546,,1.1
EB8,EB,7,ISCO,2014,2014,4,12,11,SPRING,102.46,10329.46,,,,49,44.76210866,,1.1
EB8,EB,8,ISCO,2014,2014,4,13,11,SPRING,103.46,10330.46,,,,52,47.55538225,,1.2
EB8,EB,9,ISCO,2014,2014,4,14,11,SPRING,104.46,10331.46,,,,50,45.55538225,,0.83
EB8,EB,10,ISCO,2014,2014,4,15,11,SPRING,105.46,10332.46,,,,49,43.52175022,,0.71
EB8,EB,11,ISCO,2014,2014,4,16,11,SPRING,106.46,10333.46,,,,47,41.41838701,,0.93
EB8,EB,12,ISCO,2014,2014,4,17,11,SPRING,107.46,10334.46,,,,50,44.52175022,,0.71
EB8,EB,13,ISCO,2014,2014,4,18,11,SPRING,108.46,10335.46,,,,52,46.41838701,,0.88
EB8,EB,14,ISCO,2014,2014,4,19,11,SPRING,109.46,10336.46,,,,53,47.52175022,,0.62
EB8,EB,15,ISCO,2014,2014,4,20,11,SPRING,110.46,10337.46,,,,54,48.62511342,,0.61
EB8,EB,16,ISCO,2014,2014,4,21,11,SPRING,111.46,10338.46,,,,55,49.52175022,,0.61
EB8,EB,17,ISCO,2014,2014,4,22,11,SPRING,112.46,10339.46,,,,56,50.52175022,,0.55
EB8,EB,18,ISCO,2014,2014,4,23,11,SPRING,113.46,10340.46,,,,56,50.41838701,,0.5
EB8,EB,19,ISCO,2014,2014,4,24,11,SPRING,114.46,10341.46,,,,54,48.41838701,,0.64
EB8,EB,,REG,2014,2014,4,25,13,SPRING,115.54,10342.54,,,,54,48.41838701,,0.05
EB8,EB,,REG,2014,2014,5,22,10,SPRING,142.42,10369.42,,,,57,51.0049342,,0.05
EB8,EB,,REG,2014,2014,6,11,9,SUMMER,162.38,10389.38,,,,65,58.59148139,,0.05
EB8,EB,,REG,2014,2014,6,29,12,SUMMER,180.5,10407.5,,,,58,52.41838701,,
EB8,EB,,REG,2014,2014,7,24,11,SUMMER,205.46,10432.46,,2.1606,,39,33.41838701,,0.05
EB8,EB,,REG,2014,2014,8,7,11,SUMMER,219.46,10446.46,,1.939,,42,35.901571,,0.05
EB8,EB,,REG,2014,2014,8,21,10,SUMMER,233.42,10460.42,,,,64,57.69484459,,0.05
EB8,EB,2,ISCO,2014,2015,10,17,1,FALL,290.04,10517.04,,,,57,45.63004762,,0.5
EB8,EB,7,ISCO,2014,2015,10,17,9,FALL,290.38,10517.38,,,,45,34.97376927,,0.5
EB8,EB,8,ISCO,2014,2015,10,17,10,FALL,290.42,10517.42,,,,40,29.56031645,,0.5
EB8,EB,10,ISCO,2014,2015,10,17,13,FALL,290.54,10517.54,,,,42,31.14686364,,0.5
EB8,EB,24,ISCO,2014,2015,10,18,10,FALL,291.42,10518.42,,,,47,36.14686364,,0.5
EB8,EB,,REG,2014,2015,10,19,13,FALL,292.54,10519.54,,1.662,,54,44.07713247,,0.05
EB8,EB,2,ISCO,2014,2015,10,22,3,FALL,295.13,10522.13,,,,55,49.0049342,,0.5
EB8,EB,18,ISCO,2014,2015,10,23,11,FALL,296.46,10523.46,,,,44,37.901571,,0.5
EB8,EB,24,ISCO,2014,2015,10,23,23,FALL,296.96,10523.96,,,,39,34.14192944,,0.5
EB8,EB,,REG,2014,2015,11,14,10,FALL,318.42,10545.42,,0.1662,,47,40.69484459,,0.05
EB8,EB,,REG,2014,2015,12,14,13,WINTER,348.54,10575.54,,0.1662,,46,40.31502381,,0.05
WB3,WB,,REG,2014,2014,1,17,13,WINTER,17.54,10244.54,,,,158,153.1419294,,65
WB3,WB,,REG,2014,2014,2,12,13,WINTER,43.54,10270.54,,,,141,135.1082974,,46
WB3,WB,,REG,2014,2014,3,6,12,SPRING,65.5,10292.5,,,,138,132.2116606,,58
WB3,WB,,REG,2014,2014,3,23,12,SPRING,82.5,10309.5,,,,141,134.901571,,71
WB3,WB,1,ISCO,2014,2014,4,6,11,SPRING,96.46,10323.46,,,,153,147.6251134,,77
WB3,WB,,REG,2014,2014,4,6,14,SPRING,96.58,10323.58,,,,152,146.8318398,,77
WB3,WB,2,ISCO,2014,2014,4,7,11,SPRING,97.46,10324.46,,,,153,147.8318398,,76
WB3,WB,3,ISCO,2014,2014,4,8,11,SPRING,98.46,10325.46,,,,154,148.935203,,77
WB3,WB,4,ISCO,2014,2014,4,9,11,SPRING,99.46,10326.46,,,,153,148.0385662,,76
WB3,WB,5,ISCO,2014,2014,4,10,11,SPRING,100.46,10327.46,,,,198,193.0385662,,77
WB3,WB,6,ISCO,2014,2014,4,11,11,SPRING,101.46,10328.46,,,,187,182.1419294,,77
WB3,WB,7,ISCO,2014,2014,4,12,11,SPRING,102.46,10329.46,,,,181,176.3486558,,78
WB3,WB,8,ISCO,2014,2014,4,13,11,SPRING,103.46,10330.46,,,,174,168.8318398,,82
WB3,WB,9,ISCO,2014,2014,4,14,11,SPRING,104.46,10331.46,,,,173,168.0385662,,78
WB3,WB,10,ISCO,2014,2014,4,15,11,SPRING,105.46,10332.46,,,,167,161.7284766,,72
WB3,WB,11,ISCO,2014,2014,4,16,11,SPRING,106.46,10333.46,,,,167,161.2116606,,66
WB3,WB,12,ISCO,2014,2014,4,17,11,SPRING,107.46,10334.46,,,,163,157.3150238,,72
WB3,WB,13,ISCO,2014,2014,4,18,11,SPRING,108.46,10335.46,,,,161,155.418387,,75
WB3,WB,14,ISCO,2014,2014,4,19,11,SPRING,109.46,10336.46,,,,160,154.5217502,,75
WB3,WB,15,ISCO,2014,2014,4,20,11,SPRING,110.46,10337.46,,,,159,153.418387,,75
WB3,WB,16,ISCO,2014,2014,4,21,11,SPRING,111.46,10338.46,,,,157,151.5217502,,74
WB3,WB,17,ISCO,2014,2014,4,22,11,SPRING,112.46,10339.46,,,,156,150.5217502,,72
WB3,WB,18,ISCO,2014,2014,4,23,11,SPRING,113.46,10340.46,,,,156,150.5217502,,72
WB3,WB,19,ISCO,2014,2014,4,24,11,SPRING,114.46,10341.46,,,,154,148.3150238,,72
WB3,WB,,REG,2014,2014,4,25,13,SPRING,115.54,10342.54,,,,154,148.2116606,,72
WB3,WB,,REG,2014,2014,5,22,10,SPRING,142.42,10369.42,,,,153,146.384755,,55
WB3,WB,,REG,2014,2014,6,11,9,SUMMER,162.38,10389.38,,,,153,146.384755,,26
WB3,WB,,REG,2014,2014,6,29,11,SUMMER,180.46,10407.46,,,,135,129.1082974,,19.05
WB3,WB,,REG,2014,2014,7,24,11,SUMMER,205.46,10432.46,,1.8836,,103,97.31502381,,25.72
WB3,WB,,REG,2014,2014,8,7,11,SUMMER,219.46,10446.46,,1.662,,115,109.0049342,,9.13
WB3,WB,,REG,2014,2014,8,21,10,SUMMER,233.42,10460.42,,,,153,147.0049342,,4.07
WB3,WB,2,ISCO,2014,2015,10,17,1,FALL,290.04,10517.04,,,,115,103.9401372,,
WB3,WB,7,ISCO,2014,2015,10,17,9,FALL,290.38,10517.38,,,,102,93.42085411,,42.04
WB3,WB,8,ISCO,2014,2015,10,17,10,FALL,290.42,10517.42,,,,109,100.4208541,,57.35
WB3,WB,10,ISCO,2014,2015,10,17,13,FALL,290.54,10517.54,,,,111,102.5242173,,76.14
WB3,WB,24,ISCO,2014,2015,10,18,10,FALL,291.42,10518.42,,,,116,107.7309437,,54.23
WB3,WB,,REG,2014,2015,10,19,13,FALL,292.54,10519.54,,1.9944,,126,118.9713022,,33.39
WB3,WB,2,ISCO,2014,2015,10,22,3,FALL,295.13,10522.13,,,,123,118.5553823,,24.89
WB3,WB,18,ISCO,2014,2015,10,23,11,FALL,296.46,10523.46,,,,133,128.452019,,89.53
WB3,WB,24,ISCO,2014,2015,10,23,23,FALL,296.96,10523.96,,,,137,132.452019,,94.5
WB3,WB,,REG,2014,2015,11,14,10,FALL,318.42,10545.42,,0.1662,,145,138.5914814,,48.36
WB3,WB,,REG,2014,2015,12,14,13,WINTER,348.54,10575.54,,0.1662,,143,137.1082974,,48.27
EB8,EB,,REG,2015,2015,1,2,11,WINTER,2.46,10594.46,,,,49.3,43.8630955,,0.05
EB8,EB,,REG,2015,2015,1,23,10,WINTER,23.42,10615.42,,,,48.6,42.11912714,,0.05
EB8,EB,,REG,2015,2015,4,12,12,SPRING,102.5,10694.5,,,,44.8,39.20805069,,0.91
EB8,EB,1,ISCO,2015,2015,4,12,12,SPRING,102.5,10694.5,,,,97.2,92.13520303,,0.83
EB8,EB,2,ISCO,2015,2015,4,13,12,SPRING,103.5,10695.5,,,,94.1,89.55201905,,0.69
EB8,EB,3,ISCO,2015,2015,4,14,12,SPRING,104.5,10696.5,,,,93.4,89.01740017,,0.37
EB8,EB,4,ISCO,2015,2015,4,15,12,SPRING,105.5,10697.5,,,,100.5,96.21042706,,0.07
EB8,EB,5,ISCO,2015,2015,4,16,12,SPRING,106.5,10698.5,,,,102.3,97.92773649,,0.03
EB8,EB,6,ISCO,2015,2015,4,17,12,SPRING,107.5,10699.5,,,,100.1,95.8310997,,0.03
EB8,EB,7,ISCO,2015,2015,4,18,12,SPRING,108.5,10700.5,,,,98.8,94.64479922,,0.05
EB8,EB,8,ISCO,2015,2015,4,19,12,SPRING,109.5,10701.5,,,,98.5,94.37580818,,0.15
EB8,EB,9,ISCO,2015,2015,4,20,12,SPRING,110.5,10702.5,,,,100.1,95.97580818,,0.02
EB8,EB,10,ISCO,2015,2015,4,21,12,SPRING,111.5,10703.5,,,,90,86.45464212,,0.01
EB8,EB,11,ISCO,2015,2015,4,22,12,SPRING,112.5,10704.5,,,,99.3,95.56858836,,0.01
EB8,EB,12,ISCO,2015,2015,4,23,12,SPRING,113.5,10705.5,,,,96.1,92.02748978,,0.02
EB8,EB,15,ISCO,2015,2015,4,26,12,SPRING,116.5,10708.5,,,,109.2,105.1171535,,0.01
EB8,EB,18,ISCO,2015,2015,4,29,12,SPRING,119.5,10711.5,,,,106.1,101.8517723,,0.02
EB8,EB,22,ISCO,2015,2015,5,3,12,SPRING,123.5,10715.5,,,,105.1,100.5313464,,0.01
EB8,EB,,REG,2015,2015,5,13,10,SPRING,133.42,10725.42,,,,52.9,48.04192944,,0.43
EB8,EB,,REG,2015,2015,6,14,12,SUMMER,165.5,10757.5,,,,54.6,49.70058416,,0.06
EB8,EB,,REG,2015,2015,7,1,9,SUMMER,182.38,10774.38,,,,51.2,46.61067377,,0.05
EB8,EB,,REG,2015,2015,7,13,10,SUMMER,194.42,10786.42,,,,40.6,35.6695752,,0.05
EB8,EB,,REG,2015,2016,10,1,12,FALL,274.5,10866.5,,,,39.4,35.25513554,,0.05
EB8,EB,,REG,2015,2016,11,21,14,FALL,325.58,10917.58,,,,39.3,33.53233325,,0.05
EB8,EB,,REG,2015,2016,12,6,13,WINTER,340.54,10932.54,,,,44.4,38.19820779,,0.12
WB3,WB,,REG,2015,2015,1,2,10,WINTER,2.42,10594.42,,,,139.4,134.1594856,,48.12
WB3,WB,,REG,2015,2015,1,23,10,WINTER,23.42,10615.42,,,,132.2,125.9568625,,48.16
WB3,WB,,REG,2015,2015,4,12,12,SPRING,102.5,10694.5,,,,145.4,139.559979,,65.71
WB3,WB,,REG,2015,2015,5,13,10,SPRING,133.42,10725.42,,,,151.9,146.8558757,,51.44
WB3,WB,,REG,2015,2015,6,14,12,SUMMER,165.5,10757.5,,,,145.9,140.6904945,,28.61
WB3,WB,,REG,2015,2015,7,1,9,SUMMER,182.38,10774.38,,,,158.7,153.6558757,,20.81
WB3,WB,,REG,2015,2015,7,13,10,SUMMER,194.42,10786.42,,,,142.5,137.8383195,,3.55
WB3,WB,,REG,2015,2016,10,1,11,FALL,274.46,10866.46,,,,143.6,138.9693285,,10.02
WB3,WB,,REG,2015,2016,11,21,14,FALL,325.58,10917.58,,,,158.4,151.9811451,,16.32
WB3,WB,,REG,2015,2016,12,6,13,WINTER,340.54,10932.54,,,,136.9,131.0082974,,21.3
EB8,EB,,REG,2016,2016,1,7,10,WINTER,7.42,10964.42,,,,55.15239583,49.46789216,,0.37
EB8,EB,,REG,2016,2016,1,24,10,WINTER,24.42,10981.42,,,,57.21875,51.00219162,,2.841269841
EB8,EB,,REG,2016,2016,3,6,10,SPRING,66.42,11023.42,,0.5817,,52.4046875,45.23207855,,1.666825397
EB8,EB,1,ISCO,2016,2016,4,3,12,SPRING,94.5,11051.5,,1.36838,,44.24770833,36.77933296,,0.17
EB8,EB,3,ISCO,2016,2016,4,5,12,SPRING,96.5,11053.5,,1.20218,,45.81677083,38.46148958,,1.085952381
EB8,EB,,REG,2016,2016,4,6,10,SPRING,97.42,11054.42,,,,50.65197917,43.57058087,,0.05
EB8,EB,5,ISCO,2016,2016,4,7,12,SPRING,98.5,11055.5,,7.2574,,48.65,40.72410956,,0.18
EB8,EB,6,ISCO,2016,2016,4,8,12,SPRING,99.5,11056.5,,1.82266,,38.67,29.71564569,,0.46
EB8,EB,7,ISCO,2016,2016,4,9,12,SPRING,100.5,11057.5,,0.91964,,42.9,34.15443936,,0.13
EB8,EB,8,ISCO,2016,2016,4,10,12,SPRING,101.5,11058.5,,0.63156,,43.13,34.58186308,,0.22
EB8,EB,9,ISCO,2016,2016,4,11,12,SPRING,102.5,11059.5,,0.6925,,43.86,35.61161637,,0.31
EB8,EB,10,ISCO,2016,2016,4,12,12,SPRING,103.5,11060.5,,1.61214,,42.88,33.92461205,,0.26
EB8,EB,11,ISCO,2016,2016,4,13,12,SPRING,104.5,11061.5,,0.86978,,40.25,31.12734086,,0.29
EB8,EB,12,ISCO,2016,2016,4,14,12,SPRING,105.5,11062.5,,0.358438,,40.7,32.24319185,,0.09
EB8,EB,13,ISCO,2016,2016,4,15,12,SPRING,106.5,11063.5,,0.56508,,42.44,33.84218967,,0.18
EB8,EB,16,ISCO,2016,2016,4,18,12,SPRING,109.5,11066.5,,0.74236,,44.04,35.46188775,,0.76
EB8,EB,19,ISCO,2016,2016,4,21,12,SPRING,112.5,11069.5,,0.366194,,50.15,41.6380402,,0.3
EB8,EB,21,ISCO,2016,2016,4,23,12,SPRING,114.5,11071.5,,0.1385,,50.42,42.03994641,,0.03
EB8,EB,23,ISCO,2016,2016,4,25,12,SPRING,116.5,11073.5,,0.35456,,49.85,41.73101233,,0.35
EB8,EB,1,ISCO,2016,2016,4,27,12,SPRING,118.5,11075.5,,1.19664,,54.4315625,45.60502417,,0.198412698
EB8,EB,,REG,2016,2016,4,27,13,SPRING,118.54,11075.54,,,,40.56854167,30.46932175,,0.56
EB8,EB,5,ISCO,2016,2016,5,1,12,SPRING,122.5,11079.5,,0.327414,,58.62666667,49.66611056,,0.168015873
EB8,EB,7,ISCO,2016,2016,5,3,12,SPRING,124.5,11081.5,,0.361208,,58.5228125,49.83922548,,0.552539683
EB8,EB,11,ISCO,2016,2016,5,7,12,SPRING,128.5,11085.5,,0.355668,,54.08333333,44.83832169,,0.391904762
EB8,EB,12,ISCO,2016,2016,5,8,12,SPRING,129.5,11086.5,,0.473116,,51.330625,42.5031121,,0.126587302
EB8,EB,14,ISCO,2016,2016,5,10,12,SPRING,131.5,11088.5,,0.72574,,45.136875,36.38545219,,0.443095238
EB8,EB,,REG,2016,2016,5,10,14,SPRING,131.58,11088.58,,,,45.47947917,37.43789577,,0.12
EB8,EB,16,ISCO,2016,2016,5,12,12,SPRING,133.5,11090.5,,0.1385,,48.234375,39.7033373,,0.156825397
EB8,EB,20,ISCO,2016,2016,5,16,12,SPRING,137.5,11094.5,,0.390016,,53.45833333,44.90412751,,0.214761905
EB8,EB,1,ISCO,2016,2016,5,17,12,SPRING,138.5,11095.5,,2.67028,,47.82302083,39.40389595,,0.28
EB8,EB,4,ISCO,2016,2016,5,20,12,SPRING,141.5,11098.5,,2.41544,,50.493125,41.78170375,,0.05
EB8,EB,7,ISCO,2016,2016,5,23,12,SPRING,144.5,11101.5,,2.1883,,52.37802083,43.78124414,,0.06
EB8,EB,10,ISCO,2016,2016,5,26,12,SPRING,147.5,11104.5,,2.26586,,53.69947917,44.95799399,,0.06
EB8,EB,12,ISCO,2016,2016,5,28,12,SPRING,149.5,11106.5,,2.31018,,52.875,44.33034789,,0.06
EB8,EB,13,ISCO,2016,2016,5,29,12,SPRING,150.5,11107.5,,2.12182,,55.2665625,46.41063949,,0.1
EB8,EB,16,ISCO,2016,2016,6,1,12,SUMMER,153.5,11110.5,,1.78942,,55.31541667,46.52449434,,0.17
EB8,EB,19,ISCO,2016,2016,6,4,12,SUMMER,156.5,11113.5,,1.78388,,54.97708333,46.14146381,,0.05
EB8,EB,20,ISCO,2016,2016,6,5,12,SUMMER,157.5,11114.5,,1.55674,,55.0590625,46.30892434,,0.07
EB8,EB,21,ISCO,2016,2016,6,6,12,SUMMER,158.5,11115.5,,1.34068,,47.26625,38.88567959,,0.34
EB8,EB,22,ISCO,2016,2016,6,7,12,SUMMER,159.5,11116.5,,0.84762,,47.14677083,38.66661736,,0.05
EB8,EB,23,ISCO,2016,2016,6,8,12,SUMMER,160.5,11117.5,,1.59552,,49.206875,40.91519695,,0.28
EB8,EB,24,ISCO,2016,2016,6,9,12,SUMMER,161.5,11118.5,,0.73682,,49.786875,41.52486219,,0.05
EB8,EB,,REG,2016,2017,11,15,10,FALL,320.42,11277.42,,0.377274,,60.837,46.78580612,,0.05
EB8,EB,,REG,2016,2017,11,27,9,FALL,332.38,11289.38,,0.1385,,40.33260417,30.81918782,,0.05
EB8,EB,,REG,2016,2017,12,6,10,WINTER,341.42,11298.42,,0.478102,,32.2475,23.07503456,,0.3
EB8,EB,,REG,2016,2017,12,28,10,WINTER,363.42,11320.42,,0.486412,,42.53,34.42425759,,0.1
WB3,WB,,REG,2016,2016,1,7,10,WINTER,7.42,10964.42,,,,152.6897917,146.4834515,,34.67190476
WB3,WB,,REG,2016,2016,1,24,10,WINTER,24.42,10981.42,,,,133.7395833,127.6529673,,32.5
WB3,WB,,REG,2016,2016,3,6,10,SPRING,66.42,11023.42,,0.831,,148.6310417,141.7451622,,49.04174603
WB3,WB,1,ISCO,2016,2016,4,3,12,SPRING,94.5,11051.5,,8.1992,,141.6394792,133.6848685,,39.72222222
WB3,WB,3,ISCO,2016,2016,4,5,12,SPRING,96.5,11053.5,,9.0302,,138.8696875,131.1016031,,43.53301587
WB3,WB,,REG,2016,2016,4,6,10,SPRING,97.42,11054.42,,9.0302,,141.9045833,134.2946594,,46.88031746
WB3,WB,5,ISCO,2016,2016,4,7,12,SPRING,98.5,11055.5,,0.89748,,135.6411458,127.9384608,,40.60888889
WB3,WB,6,ISCO,2016,2016,4,8,12,SPRING,99.5,11056.5,,11.5232,,127.5669792,118.3838673,,45.19769841
WB3,WB,7,ISCO,2016,2016,4,9,12,SPRING,100.5,11057.5,,7.479,,136.3594792,126.9248699,,45.95611111
WB3,WB,8,ISCO,2016,2016,4,10,12,SPRING,101.5,11058.5,,8.5316,,138.3054167,129.8123871,,43.4947619
WB3,WB,9,ISCO,2016,2016,4,11,12,SPRING,102.5,11059.5,,5.7062,,136.719375,128.2113135,,40.7484127
WB3,WB,11,ISCO,2016,2016,4,13,12,SPRING,104.5,11061.5,,5.50676,,131.948125,122.3851238,,34.57555556
WB3,WB,12,ISCO,2016,2016,4,14,12,SPRING,105.5,11062.5,,33.0184,,190.7158333,181.4266856,,38.93007937
WB3,WB,13,ISCO,2016,2016,4,15,12,SPRING,106.5,11063.5,,7.1466,,148.1269792,139.3697828,,46.22666667
WB3,WB,16,ISCO,2016,2016,4,18,12,SPRING,109.5,11066.5,,9.418,,136.41,127.9083765,,49.2
WB3,WB,19,ISCO,2016,2016,4,21,12,SPRING,112.5,11069.5,,3.39602,,143.52,135.0721254,,40.89
WB3,WB,21,ISCO,2016,2016,4,23,12,SPRING,114.5,11071.5,,10.1382,,140.4,132.3624773,,42.39
WB3,WB,23,ISCO,2016,2016,4,25,12,SPRING,116.5,11073.5,,3.48466,,127.37,120.3816138,,29.645
WB3,WB,1,ISCO,2016,2016,4,27,12,SPRING,118.5,11075.5,,5.7616,,145.7796875,137.6781977,,34.8
WB3,WB,,REG,2016,2016,4,27,13,SPRING,118.54,11075.54,,,,136.7914583,129.1320825,,30.37873016
WB3,WB,5,ISCO,2016,2016,5,1,12,SPRING,122.5,11079.5,,3.67302,,148.4509375,139.6924122,,31.04830775
WB3,WB,7,ISCO,2016,2016,5,3,12,SPRING,124.5,11081.5,,3.63978,,146.2622917,137.6322173,,28.01603727
WB3,WB,11,ISCO,2016,2016,5,7,12,SPRING,128.5,11085.5,,3.29076,,145.2370833,136.4273932,,29.43413268
WB3,WB,12,ISCO,2016,2016,5,8,12,SPRING,129.5,11086.5,,4.16608,,148.8914583,139.5455347,,28.70209411
WB3,WB,14,ISCO,2016,2016,5,10,12,SPRING,131.5,11088.5,,2.14398,,146.6959375,137.4069374,,30.79386552
WB3,WB,,REG,2016,2016,5,10,14,SPRING,131.58,11088.58,,,,142.1590625,133.5395754,,28.04634921
WB3,WB,16,ISCO,2016,2016,5,12,12,SPRING,133.5,11090.5,,3.19104,,153.451875,144.1027323,,28.03667607
WB3,WB,20,ISCO,2016,2016,5,16,12,SPRING,137.5,11094.5,,2.15506,,151.6341667,142.7357171,,26.00634278
WB3,WB,1,ISCO,2016,2016,5,17,12,SPRING,138.5,11095.5,,5.6508,,133.5522917,125.2124907,,23.75055556
WB3,WB,4,ISCO,2016,2016,5,20,12,SPRING,141.5,11098.5,,5.817,,137.5395833,129.1943484,,23.6734127
WB3,WB,7,ISCO,2016,2016,5,23,12,SPRING,144.5,11101.5,,5.00262,,138.1691667,129.8871162,,19.66142857
WB3,WB,10,ISCO,2016,2016,5,26,12,SPRING,147.5,11104.5,,4.06082,,137.944375,130.0191786,,15.78150794
WB3,WB,12,ISCO,2016,2016,5,28,12,SPRING,149.5,11106.5,,3.47358,,139.3985417,131.4698161,,14.98325397
WB3,WB,13,ISCO,2016,2016,5,29,12,SPRING,150.5,11107.5,,3.8503,,137.8392708,129.7502142,,14.31095238
WB3,WB,16,ISCO,2016,2016,6,1,12,SUMMER,153.5,11110.5,,3.47912,,141.2772917,133.0788325,,11.31714286
WB3,WB,19,ISCO,2016,2016,6,4,12,SUMMER,156.5,11113.5,,3.25198,,134.365625,126.6978915,,10.20373016
WB3,WB,20,ISCO,2016,2016,6,5,12,SUMMER,157.5,11114.5,,3.72288,,137.9677083,130.244587,,9.725634921
WB3,WB,21,ISCO,2016,2016,6,6,12,SUMMER,158.5,11115.5,,2.11074,,140.615625,131.9600199,,12.75984127
WB3,WB,22,ISCO,2016,2016,6,7,12,SUMMER,159.5,11116.5,,2.87526,,137.1191667,128.8905106,,11.79896825
WB3,WB,23,ISCO,2016,2016,6,8,12,SUMMER,160.5,11117.5,,3.30184,,142.4096875,133.7214491,,10.19539683
WB3,WB,24,ISCO,2016,2016,6,9,12,SUMMER,161.5,11118.5,,2.5207,,142.2505208,133.6942034,,10.71896825
WB3,WB,,REG,2016,2017,11,15,10,FALL,320.42,11277.42,,0.1385,,134.35,126.7331655,,38.82
WB3,WB,,REG,2016,2017,11,27,9,FALL,332.38,11289.38,,0.277554,,156.0819792,146.167927,,8.466269841
WB3,WB,,REG,2016,2017,12,6,10,WINTER,341.42,11298.42,,1.32406,,127.3,118.038657,,0.05
WB3,WB,,REG,2016,2017,12,28,10,WINTER,363.42,11320.42,,0.61494,,149.3,139.8009216,,8.22
EB8,EB,,REG,2017,2017,1,12,11,WINTER,12.46,11335.46,,0.1385,,37.3,27.76060995,,0.1
EB8,EB,,REG,2017,2017,2,12,10,WINTER,43.42,11366.42,,0.1385,,53.86708333,45.38022602,,0.05
