Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,NH4 flag,NH4 (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L)
EB3,EB,,REG,1986,1987,10,1,11,FALL,274,274,,,,115,107,Half DL,0.05
WB3,WB,,REG,1986,1987,10,1,11,FALL,274,274,,,,110,102,Half DL,0.05
EB3,EB,,DUP,1986,1987,11,13,11,FALL,317,317,,,,112,105,,2
EB3,EB,,REG,1986,1987,11,13,11,FALL,317,317,,,,117,109,Half DL,0.05
WB3,WB,,REG,1986,1987,11,13,11,FALL,317,317,,,,107,99,,3
EB3,EB,,REG,1986,1987,11,17,11,FALL,321,321,,,,112,104,,2
WB3,WB,,REG,1986,1987,11,17,11,FALL,321,321,,,,107,99,,4
EB3,EB,,REG,1986,1987,11,25,11,FALL,329,329,,,,105,99,,18
WB3,WB,,REG,1986,1987,11,25,11,FALL,329,329,,,,113,107,,22
EB3,EB,,REG,1986,1987,12,2,11,WINTER,336,336,,,,108,102,,11
WB3,WB,,REG,1986,1987,12,2,11,WINTER,336,336,,,,110,104,,12
EB3,EB,,REG,1987,1987,1,14,11,WINTER,14,379,Half DL,1.4,,108,101,,8
WB3,WB,,REG,1987,1987,1,14,11,WINTER,14,379,Half DL,1.4,,102,94,,8
EB3,EB,,REG,1987,1987,1,21,11,WINTER,21,386,Half DL,1.4,,109,101,,8
WB3,WB,,REG,1987,1987,1,21,9,WINTER,21.38,386.38,Half DL,1.4,,102,94,,8
EB3,EB,,DUP,1987,1987,2,3,11,WINTER,34.46,399.46,Half DL,1.4,,109,102,,8.7
EB3,EB,,REG,1987,1987,2,3,11,WINTER,34.46,399.46,Half DL,1.4,,106,99,,8.5
WB3,WB,,REG,1987,1987,2,3,11,WINTER,34.46,399.46,Half DL,1.4,,98,90,,6.9
EB3,EB,,REG,1987,1987,2,17,11,WINTER,48.46,413.46,Half DL,1.4,,106,98,,7.6
WB3,WB,,DUP,1987,1987,2,17,12,WINTER,48.5,413.5,Half DL,1.4,,98,90,,8.7
WB3,WB,,REG,1987,1987,2,17,12,WINTER,48.5,413.5,Half DL,1.4,,96,88,,8.7
EB3,EB,,REG,1987,1987,3,4,12,SPRING,63.5,428.5,Half DL,1.4,,107,100,,5.4
WB3,WB,,REG,1987,1987,3,4,12,SPRING,63.5,428.5,Half DL,1.4,,95,87,,7.5
EB3,EB,,REG,1987,1987,3,10,11,SPRING,69.46,434.46,,,,102,95,,5.3
WB3,WB,,REG,1987,1987,3,10,11,SPRING,69.46,434.46,,,,93,86,,7.4
EB3,EB,,DUP,1987,1987,3,18,13,SPRING,77.54,442.54,Half DL,1.4,,108,101,,4.3
EB3,EB,,REG,1987,1987,3,18,13,SPRING,77.54,442.54,Half DL,1.4,,101,94,,5.1
WB3,WB,,REG,1987,1987,3,18,13,SPRING,77.54,442.54,Half DL,1.4,,95,88,,6.2
EB3,EB,,REG,1987,1987,3,23,15,SPRING,82.6,447.6,Half DL,1.4,,106,97,,10.5
WB3,WB,,REG,1987,1987,3,23,15,SPRING,82.6,447.6,Half DL,1.4,,95,86,,17.2
EB3,EB,,REG,1987,1987,3,25,11,SPRING,84.46,449.46,Half DL,1.4,,99,92,,13.2
WB3,WB,,REG,1987,1987,3,25,12,SPRING,84.5,449.5,Half DL,1.4,,86,79,,13.9
EB3,EB,,REG,1987,1987,3,27,11,SPRING,86.46,451.46,Half DL,1.4,,97,91,,24.4
WB3,WB,,REG,1987,1987,3,27,11,SPRING,86.46,451.46,Half DL,1.4,,99,91,,24.9
EB3,EB,,REG,1987,1987,3,29,10,SPRING,88.42,453.42,Half DL,1.4,,96,89,,21.5
WB3,WB,,REG,1987,1987,3,29,10,SPRING,88.42,453.42,Half DL,1.4,,100,93,,21.2
EB3,EB,,REG,1987,1987,4,1,13,SPRING,91.54,456.54,Half DL,1.4,,81,72,,25.9
WB3,WB,,REG,1987,1987,4,1,14,SPRING,91.58,456.58,Half DL,1.4,,97,88,,28
EB3,EB,,REG,1987,1987,4,2,13,SPRING,92.54,457.54,Half DL,1.4,,84,75,,23.6
WB3,WB,,REG,1987,1987,4,2,13,SPRING,92.54,457.54,Half DL,1.4,,98,88,,26.5
EB3,EB,,REG,1987,1987,4,3,11,SPRING,93.46,458.46,Half DL,1.4,,87,78,,20.7
WB3,WB,,REG,1987,1987,4,3,11,SPRING,93.46,458.46,Half DL,1.4,,98,89,,22.9
WB3,WB,,REG,1987,1987,4,5,16,SPRING,95.67,460.67,Half DL,1.4,,97,89,,21
EB3,EB,,REG,1987,1987,4,5,17,SPRING,95.71,460.71,Half DL,1.4,,85,77,,15.7
EB3,EB,,REG,1987,1987,4,6,15,SPRING,96.6,461.6,Half DL,1.4,,87,79,,15.1
WB3,WB,,REG,1987,1987,4,6,15,SPRING,96.6,461.6,Half DL,1.4,,91,83,,22.5
WB3,WB,,REG,1987,1987,4,7,10,SPRING,97.42,462.42,Half DL,1.4,,97,89,,17.3
EB3,EB,,REG,1987,1987,4,7,11,SPRING,97.46,462.46,Half DL,1.4,,87,80,,13.4
EB3,EB,,REG,1987,1987,4,8,11,SPRING,98,463,Half DL,1.4,,89,82,,15.4
WB3,WB,,REG,1987,1987,4,8,11,SPRING,98.46,463.46,Half DL,1.4,,99,91,,20.6
EB3,EB,,REG,1987,1987,4,9,11,SPRING,99.46,464.46,Half DL,1.4,,91,84,,11.5
WB3,WB,,REG,1987,1987,4,9,11,SPRING,99.46,464.46,Half DL,1.4,,97,89,,17.4
EB3,EB,,REG,1987,1987,4,10,11,SPRING,100,465,Half DL,1.4,,91,84,,10.3
WB3,WB,,DUP,1987,1987,4,10,11,SPRING,100,465,Half DL,1.4,,97,89,,15.7
WB3,WB,,REG,1987,1987,4,10,11,SPRING,100,465,Half DL,1.4,,97,89,,15.9
EB3,EB,,REG,1987,1987,4,14,10,SPRING,104.4,469.42,Half DL,1.4,,96,89,,7.3
WB3,WB,,REG,1987,1987,4,14,10,SPRING,104.4,469.42,Half DL,1.4,,97,90,,13.2
WB3,WB,,REG,1987,1987,4,21,10,SPRING,111.4,476.42,Half DL,1.4,,102,95,,3.7
EB3,EB,,REG,1987,1987,4,21,11,SPRING,111.5,476.46,Half DL,1.4,,102,94,,8.1
EB3,EB,,REG,1987,1987,4,28,10,SPRING,118.4,483.42,Half DL,1.4,,104,97,,2.3
WB3,WB,,REG,1987,1987,4,28,10,SPRING,118.4,483.42,Half DL,1.4,,101,93,,6.6
EB3,EB,,REG,1987,1987,4,30,12,SPRING,120.5,485.5,Half DL,1.4,,100,93,,2.8
WB3,WB,,REG,1987,1987,4,30,12,SPRING,120.5,485.5,Half DL,1.4,,98,90,,7.2
EB3,EB,,REG,1987,1987,5,5,10,SPRING,125.4,490.42,Half DL,1.4,,103,96,,3.2
WB3,WB,,REG,1987,1987,5,5,11,SPRING,125.5,490.46,Half DL,1.4,,101,93,,6.9
EB3,EB,,REG,1987,1987,5,7,11,SPRING,127.5,492.46,Half DL,1.4,,100,93,,4.3
WB3,WB,,REG,1987,1987,5,7,11,SPRING,127.5,492.46,Half DL,1.4,,107,100,,8.9
EB3,EB,,REG,1987,1987,5,12,10,SPRING,132.4,497.42,Half DL,1.4,,105,98,,2.5
WB3,WB,,REG,1987,1987,5,12,11,SPRING,132.5,497.46,Half DL,1.4,,103,95,,6.1
EB3,EB,,REG,1987,1987,5,19,12,SPRING,139.5,504.5,<RL,3.88,,107,99,,1.6
WB3,WB,,REG,1987,1987,5,19,12,SPRING,139.5,504.5,Half DL,1.4,,103,95,,4.9
EB3,EB,,REG,1987,1987,5,26,11,SPRING,146.5,511.46,Half DL,1.4,,105,97,<RL,0.8
WB3,WB,,REG,1987,1987,5,26,11,SPRING,146.5,511.46,Half DL,1.4,,101,93,,3.6
WB3,WB,,REG,1987,1987,6,2,10,SUMMER,153.4,518.42,Half DL,1.4,,104,96,,2.9
EB3,EB,,REG,1987,1987,6,2,11,SUMMER,153.5,518.46,Half DL,1.4,,109,101,<RL,0.4
EB3,EB,,REG,1987,1987,6,9,9,SUMMER,160.4,525.38,Half DL,1.4,,106,99,,1
WB3,WB,,REG,1987,1987,6,9,10,SUMMER,160.4,525.42,Half DL,1.4,,105,98,,2.9
WB3,WB,,REG,1987,1987,6,17,10,SUMMER,168.4,533.42,Half DL,1.4,,103,95,,1.4
EB3,EB,,DUP,1987,1987,6,17,13,SUMMER,168.5,533.54,Half DL,1.4,,106,99,<RL,0.2
EB3,EB,,REG,1987,1987,6,17,13,SUMMER,168.5,533.54,Half DL,1.4,,108,101,<RL,0.1
WB3,WB,,REG,1987,1987,6,23,9,SUMMER,174.4,539.38,Half DL,1.4,,97,90,<RL,0.4
EB3,EB,,REG,1987,1987,6,23,10,SUMMER,174.4,539.42,Half DL,1.4,,109,101,Half DL,0.05
EB3,EB,,REG,1987,1987,6,25,10,SUMMER,176.4,541.42,Half DL,1.4,,105,97,Half DL,0.05
WB3,WB,,REG,1987,1987,6,25,11,SUMMER,176.5,541.46,Half DL,1.4,,99,91,<RL,0.7
WB3,WB,,DUP,1987,1987,6,30,11,SUMMER,181,546,Half DL,1.4,,104,97,<RL,0.9
WB3,WB,,REG,1987,1987,6,30,11,SUMMER,181,546,Half DL,1.4,,107,100,<RL,0.7
EB3,EB,,REG,1987,1987,6,30,16,SUMMER,181.7,546.67,Half DL,1.4,,101,94,<RL,0.3
EB3,EB,,REG,1987,1987,7,7,10,SUMMER,188.4,553.42,Half DL,1.4,,107,100,Half DL,0.05
WB3,WB,,REG,1987,1987,7,7,10,SUMMER,188.4,553.42,,,,102,94,<RL,0.5
WB3,WB,,REG,1987,1987,7,14,12,SUMMER,195.5,560.5,Half DL,1.4,,102,94,<RL,0.6
EB3,EB,,REG,1987,1987,7,14,13,SUMMER,195.5,560.54,Half DL,1.4,,109,101,Half DL,0.05
WB3,WB,,REG,1987,1987,7,21,10,SUMMER,202.4,567.42,Half DL,1.4,,106,98,,1
EB3,EB,,REG,1987,1987,7,21,12,SUMMER,202.5,567.5,Half DL,1.4,,111,103,Half DL,0.05
EB3,EB,,REG,1987,1987,7,28,12,SUMMER,209.5,574.5,Half DL,1.4,,109,101,,1
WB3,WB,,REG,1987,1987,7,28,12,SUMMER,209.5,574.5,Half DL,1.4,,101,93,Half DL,0.05
EB3,EB,,REG,1987,1987,8,4,10,SUMMER,216.4,581.42,Half DL,1.4,,110,102,Half DL,0.05
WB3,WB,,REG,1987,1987,8,4,10,SUMMER,216.4,581.42,<RL,3.32,,101,93,Half DL,0.05
EB3,EB,,REG,1987,1987,8,11,10,SUMMER,223.4,588.42,Half DL,1.4,,114,106,Half DL,0.05
WB3,WB,,REG,1987,1987,8,11,11,SUMMER,223.5,588.46,Half DL,1.4,,103,95,Half DL,0.05
WB3,WB,,REG,1987,1987,8,18,10,SUMMER,230.4,595.42,Half DL,1.4,,99,91,Half DL,0.05
WB3,WB,,REG,1987,1987,8,25,11,SUMMER,237,602,<RL,3.32,,96,87,Half DL,0.05
WB3,WB,,REG,1987,1987,9,1,12,FALL,244.5,609.5,Half DL,1.4,,97,88,,1
WB3,WB,,DUP,1987,1987,9,8,12,FALL,251.5,616.5,Half DL,1.4,,96,87,Half DL,0.05
WB3,WB,,REG,1987,1987,9,8,12,FALL,251.5,616.5,Half DL,1.4,,94,85,Half DL,0.05
WB3,WB,,REG,1987,1987,9,15,12,FALL,258.5,623.5,Half DL,1.4,,102,94,Half DL,0.05
EB3,EB,,REG,1987,1987,9,15,15,FALL,258.6,623.6,Half DL,1.4,,114,105,Half DL,0.05
EB3,EB,,REG,1987,1987,9,22,10,FALL,265.4,630.42,Half DL,1.4,,102,97,Half DL,0.05
WB3,WB,,REG,1987,1987,9,22,14,FALL,265.6,630.58,Half DL,1.4,,112,106,Half DL,0.05
WB3,WB,,REG,1987,1987,9,29,11,FALL,272.5,637.46,Half DL,1.4,,108,101,Half DL,0.05
EB3,EB,,DUP,1987,1987,9,29,12,FALL,272.5,637.5,Half DL,1.4,,113,106,Half DL,0.05
EB3,EB,,REG,1987,1987,9,29,12,FALL,272.5,637.5,Half DL,1.4,,117,110,Half DL,0.05
EB3,EB,,REG,1987,1988,10,6,11,FALL,279,644,Half DL,1.4,,107,100,Half DL,0.05
WB3,WB,,DUP,1987,1988,10,6,11,FALL,279,644,Half DL,1.4,,119,111,Half DL,0.05
WB3,WB,,REG,1987,1988,10,6,11,FALL,279,644,Half DL,1.4,,118,111,Half DL,0.05
EB3,EB,,REG,1987,1988,10,13,11,FALL,286,651,Half DL,1.4,,107,99,Half DL,0.05
WB3,WB,,DUP,1987,1988,10,13,11,FALL,286,651,Half DL,1.4,,112,105,Half DL,0.05
WB3,WB,,REG,1987,1988,10,13,11,FALL,286,651,Half DL,1.4,,113,106,,1
EB3,EB,,REG,1987,1988,10,20,11,FALL,293,658,Half DL,1.4,,109,101,Half DL,0.05
EB3,EB,,REP,1987,1988,10,20,11,FALL,293,658,Half DL,1.4,,110,102,Half DL,0.05
WB3,WB,,DUP,1987,1988,10,20,11,FALL,293,658,Half DL,1.4,,109,101,Half DL,0.05
WB3,WB,,REG,1987,1988,10,20,11,FALL,293,658,Half DL,1.4,,113,105,Half DL,0.05
EB3,EB,,REG,1987,1988,10,28,10,FALL,301.4,666.42,Half DL,1.4,,112,104,Half DL,0.05
WB3,WB,,REG,1987,1988,10,28,10,FALL,301.4,666.42,Half DL,1.4,,110,102,Half DL,0.05
WB3,WB,,REP,1987,1988,10,28,10,FALL,301.4,666.42,,,,108,100,Half DL,0.05
WB3,WB,,REG,1987,1988,11,4,12,FALL,308.5,673.5,Half DL,1.4,,110,102,Half DL,0.05
WB3,WB,,REP,1987,1988,11,4,12,FALL,308.5,673.5,,,,113,105,Half DL,0.05
EB3,EB,,REG,1987,1988,11,4,13,FALL,308.5,673.54,Half DL,1.4,,107,99,Half DL,0.05
EB3,EB,,DUP,1987,1988,11,4,14,FALL,308.6,673.58,Half DL,1.4,,111,103,Half DL,0.05
WB3,WB,,REG,1987,1988,11,10,10,FALL,314.4,679.42,Half DL,1.4,,112,104,,1.1
EB3,EB,,REG,1987,1988,11,10,12,FALL,314.5,679.5,Half DL,1.4,,110,102,Half DL,0.05
WB3,WB,,DUP,1987,1988,11,17,12,FALL,321.5,686.5,Half DL,1.4,,106,98,,1.3
WB3,WB,,REG,1987,1988,11,17,12,FALL,321.5,686.5,Half DL,1.4,,108,100,,2.1
EB3,EB,,REG,1987,1988,11,17,13,FALL,321.5,686.54,Half DL,1.4,,108,100,<RL,0.7
EB3,EB,,REP,1987,1988,11,17,13,FALL,321.5,686.54,Half DL,1.4,,105,97,,1
EB3,EB,,REG,1987,1988,11,23,12,FALL,327.5,692.5,Half DL,1.4,,94,86,,1.1
WB3,WB,,REG,1987,1988,11,23,12,FALL,327.5,692.5,Half DL,1.4,,108,100,,3
EB3,EB,,REG,1987,1988,12,1,8,WINTER,335.3,700.33,Half DL,1.4,,94,86,,10.2
WB3,WB,,DUP,1987,1988,12,1,11,WINTER,335.5,700.46,Half DL,1.4,,105,97,,10.3
WB3,WB,,REG,1987,1988,12,1,11,WINTER,335.5,700.46,Half DL,1.4,,104,96,,6.5
EB3,EB,,REP,1987,1988,12,1,12,WINTER,335.5,700.5,,,,94,86,,10.1
EB3,EB,,REG,1987,1988,12,8,10,WINTER,342.4,707.42,Half DL,1.4,,103,95,,3.1
WB3,WB,,REG,1987,1988,12,8,11,WINTER,342.5,707.46,Half DL,1.4,,106,98,,4.9
WB3,WB,,REG,1987,1988,12,15,10,WINTER,349.4,714.42,Half DL,1.4,,108,100,,6.2
WB3,WB,,REP,1987,1988,12,15,10,WINTER,349.4,714.42,,,,,,,
EB3,EB,,DUP,1987,1988,12,15,11,WINTER,349.5,714.46,Half DL,1.4,,105,97,,5
EB3,EB,,REG,1987,1988,12,15,11,WINTER,349.5,714.46,Half DL,1.4,,107,99,,5
EB3,EB,,REG,1987,1988,12,21,13,WINTER,355.5,720.54,Half DL,1.4,,105,97,,5.4
EB3,EB,,REP,1987,1988,12,21,13,WINTER,355.5,720.54,Half DL,1.4,,106,98,,5.4
WB3,WB,,REG,1987,1988,12,21,13,WINTER,355.5,720.54,Half DL,1.4,,104,96,,6.2
WB3,WB,,REG,1987,1988,12,29,12,WINTER,363.5,728.5,Half DL,1.4,,105,97,,6.6
WB3,WB,,REP,1987,1988,12,29,12,WINTER,363.5,728.5,Half DL,1.4,,105,97,,6.6
EB3,EB,,DUP,1987,1988,12,29,13,WINTER,363.5,728.54,Half DL,1.4,,103,95,,6
EB3,EB,,REG,1987,1988,12,29,13,WINTER,363.5,728.54,Half DL,1.4,,107,99,,6.2
WB3,WB,,REG,1988,1988,1,4,24,WINTER,5,735,Half DL,1.4,,98,90,,7.4
EB3,EB,,REG,1988,1988,1,5,15,WINTER,5.6,735.6,Half DL,1.4,,106,98,,6.1
EB3,EB,,REG,1988,1988,1,11,24,WINTER,12,742,Half DL,1.4,,106,98,,6.4
EB3,EB,,REP,1988,1988,1,12,13,WINTER,12.54,742.54,Half DL,1.4,,107,99,,6.7
WB3,WB,,DUP,1988,1988,1,12,14,WINTER,12.58,742.58,Half DL,1.4,,102,94,,5.6
WB3,WB,,REG,1988,1988,1,12,14,WINTER,12.58,742.58,Half DL,1.4,,102,94,,6.5
EB3,EB,,REG,1988,1988,1,18,24,WINTER,19,749,Half DL,1.4,,106,98,,18.9
EB3,EB,,REP,1988,1988,1,19,10,WINTER,19.42,749.42,Half DL,1.4,,106,98,,18.8
WB3,WB,,REG,1988,1988,1,19,11,WINTER,19.46,749.46,Half DL,1.4,,102,94,,14.7
WB3,WB,,REG,1988,1988,1,26,24,WINTER,27,757,Half DL,1.4,,101,93,,7.6
EB3,EB,,REG,1988,1988,1,27,11,WINTER,27.46,757.46,Half DL,1.4,,108,100,,10.6
EB3,EB,,REP,1988,1988,1,27,11,WINTER,27.46,757.46,Half DL,1.4,,107,99,,10.6
WB3,WB,,REG,1988,1988,2,2,10,WINTER,33.42,763.42,Half DL,1.4,,99,92,,14.4
EB3,EB,,REG,1988,1988,2,2,12,WINTER,33.5,763.5,Half DL,1.4,,102,95,,24.5
WB3,WB,,REG,1988,1988,2,8,24,WINTER,40,770,Half DL,1.4,,103,95,,9.7
EB3,EB,,DUP,1988,1988,2,9,11,WINTER,40.46,770.46,Half DL,1.4,,105,98,,12.1
EB3,EB,,REG,1988,1988,2,9,11,WINTER,40.46,770.46,Half DL,1.4,,107,100,,13
WB3,WB,,REP,1988,1988,2,9,22,WINTER,40.92,770.92,Half DL,1.4,,103,95,,9.6
EB3,EB,,REG,1988,1988,2,15,24,WINTER,47,777,Half DL,1.4,,100,93,,16.6
WB3,WB,,REG,1988,1988,2,16,14,WINTER,47.58,777.58,Half DL,1.4,,100,93,,14
WB3,WB,,REG,1988,1988,2,22,24,WINTER,54,784,Half DL,1.4,,109,101,,13
WB3,WB,,DUP,1988,1988,2,23,10,WINTER,54.42,784.42,Half DL,1.4,,109,102,,14.1
EB3,EB,,REG,1988,1988,2,23,11,WINTER,54.46,784.46,Half DL,1.4,,104,97,,16.7
EB3,EB,,REP,1988,1988,2,23,11,WINTER,54.46,784.46,Half DL,1.4,,105,98,,18.6
EB3,EB,,REG,1988,1988,3,0,24,SPRING,61,791,Half DL,1.4,,99,92,,8.4
WB3,WB,,REG,1988,1988,3,1,10,SPRING,61.42,791.42,Half DL,1.4,,107,99,,9.1
EB3,EB,,REG,1988,1988,3,7,24,SPRING,68,798,Half DL,1.4,,105,97,,9.4
EB3,EB,,DUP,1988,1988,3,8,10,SPRING,68.42,798.42,Half DL,1.4,,106,99,,9.7
WB3,WB,,REG,1988,1988,3,8,10,SPRING,68.42,798.42,Half DL,1.4,,105,97,,9.7
WB3,WB,,REP,1988,1988,3,8,10,SPRING,68.42,798.42,Half DL,1.4,,105,97,,9.3
EB8,EB,,REG,1988,1988,3,15,10,SPRING,75.42,805.42,Half DL,1.4,,106,98,,10.8
EB3,EB,,REG,1988,1988,3,15,11,SPRING,75.46,805.46,Half DL,1.4,,105,97,,11.6
EB3,EB,,REP,1988,1988,3,15,11,SPRING,75.46,805.46,Half DL,1.4,,104,96,,11.6
WB3,WB,,REG,1988,1988,3,15,14,SPRING,75.58,805.58,Half DL,1.4,,106,98,,9.8
WB3,WB,,DUP,1988,1988,3,22,10,SPRING,82.42,812.42,Half DL,1.4,,105,97,,7.8
WB3,WB,,REG,1988,1988,3,22,10,SPRING,82.42,812.42,Half DL,1.4,,106,98,,8.4
EB3,EB,,REG,1988,1988,3,22,11,SPRING,82.46,812.46,Half DL,1.4,,106,98,,9.4
EB3,EB,,REP,1988,1988,3,22,11,SPRING,82.46,812.46,,,,108,100,,9.9
EB3,EB,,REG,1988,1988,3,25,18,SPRING,85.75,815.75,Half DL,1.4,,105,98,,13.6
WB3,WB,,REG,1988,1988,3,25,18,SPRING,85.75,815.75,Half DL,1.4,,102,95,,12
WB3,WB,,REG,1988,1988,3,27,13,SPRING,87.54,817.54,Half DL,1.4,,96,90,,27
EB3,EB,,REG,1988,1988,3,27,14,SPRING,87.58,817.58,Half DL,1.4,,83,78,,24.4
EB3,EB,,DUP,1988,1988,3,28,11,SPRING,88.46,818.46,Half DL,1.4,,94,88,,21.4
EB3,EB,,REG,1988,1988,3,28,11,SPRING,88.46,818.46,Half DL,1.4,,92,86,,19.3
WB3,WB,,REG,1988,1988,3,28,12,SPRING,88.5,818.5,Half DL,1.4,,105,98,,24.6
WB3,WB,,REP,1988,1988,3,28,12,SPRING,88.5,818.5,Half DL,1.4,,103,96,,27.8
EB8,EB,,REG,1988,1988,3,29,10,SPRING,89.42,819.42,Half DL,1.4,,95,89,,18.9
EB3,EB,,REG,1988,1988,3,29,11,SPRING,89.46,819.46,Half DL,1.4,,96,90,,19.4
WB3,WB,,REG,1988,1988,3,29,14,SPRING,89.58,819.58,Half DL,1.4,,107,100,,22.1
EB3,EB,,DUP,1988,1988,4,5,10,SPRING,96.42,826.42,Half DL,1.4,,101,95,,9.2
EB3,EB,,REG,1988,1988,4,5,10,SPRING,96.42,826.42,Half DL,1.4,,104,98,,10
WB3,WB,,REG,1988,1988,4,5,10,SPRING,96.42,826.42,,5.54,,110,104,,17.3
EB8,EB,,REG,1988,1988,4,5,12,SPRING,96.5,826.5,Half DL,1.4,,105,99,,9.7
EB8,EB,,REP,1988,1988,4,5,12,SPRING,96.5,826.5,Half DL,1.4,,102,96,,10
EB3,EB,,REG,1988,1988,4,12,10,SPRING,103.4,833.42,Half DL,1.4,,104,97,,6.6
EB8,EB,,DUP,1988,1988,4,12,10,SPRING,103.4,833.42,Half DL,1.4,,108,101,,6.2
EB8,EB,,REG,1988,1988,4,12,10,SPRING,103.4,833.42,Half DL,1.4,,104,97,,6.5
WB3,WB,,REG,1988,1988,4,12,10,SPRING,103.4,833.42,Half DL,1.4,,103,96,,12.1
EB3,EB,,REG,1988,1988,4,19,10,SPRING,110.4,840.42,<RL,3.32,,106,100,,6.7
EB3,EB,,REP,1988,1988,4,19,10,SPRING,110.4,840.42,<RL,2.77,,106,99,,6.7
EB8,EB,,REG,1988,1988,4,19,10,SPRING,110.4,840.42,<RL,3.32,,106,100,,7.4
WB3,WB,,DUP,1988,1988,4,19,11,SPRING,110.5,840.46,Half DL,1.4,,114,107,,10.8
WB3,WB,,REG,1988,1988,4,19,11,SPRING,110.5,840.46,Half DL,1.4,,109,102,,10.1
WB3,WB,,REG,1988,1988,4,26,9,SPRING,117.4,847.38,Half DL,1.4,,107,100,,7
EB3,EB,,REG,1988,1988,4,26,10,SPRING,117.4,847.42,Half DL,1.4,,104,98,,4.5
EB3,EB,,REP,1988,1988,4,26,10,SPRING,117.4,847.42,Half DL,1.4,,103,96,,4.1
EB8,EB,,REG,1988,1988,4,26,10,SPRING,117.4,847.42,Half DL,1.4,,104,98,,4
EB3,EB,,DUP,1988,1988,5,3,10,SPRING,124.4,854.42,,,,106,100,,5.1
EB3,EB,,REG,1988,1988,5,3,10,SPRING,124.4,854.42,Half DL,1.4,,107,101,,4.9
EB8,EB,,REG,1988,1988,5,3,10,SPRING,124.4,854.42,,,,106,100,,4.7
EB8,EB,,REP,1988,1988,5,3,10,SPRING,124.4,854.42,Half DL,1.4,,107,101,,4.8
WB3,WB,,REG,1988,1988,5,3,10,SPRING,124.4,854.42,Half DL,1.4,,112,105,,8.2
EB3,EB,,REG,1988,1988,5,10,8,SPRING,131.3,861.33,Half DL,1.4,,111,104,,2
WB3,WB,,REG,1988,1988,5,10,8,SPRING,131.3,861.33,Half DL,1.4,,110,103,,6.2
EB8,EB,,DUP,1988,1988,5,17,9,SPRING,138.4,868.38,Half DL,1.4,,108,102,,1.6
EB8,EB,,REG,1988,1988,5,17,9,SPRING,138.4,868.38,Half DL,1.4,,104,98,,1.7
EB3,EB,,REG,1988,1988,5,17,10,SPRING,138.4,868.42,Half DL,1.4,,109,103,,1.4
EB3,EB,,REP,1988,1988,5,17,10,SPRING,138.4,868.42,Half DL,1.4,,109,102,,2.1
WB3,WB,,REG,1988,1988,5,17,10,SPRING,138.4,868.42,Half DL,1.4,,105,98,,4.6
EB3,EB,,REG,1988,1988,5,24,8,SPRING,145.3,875.33,Half DL,1.4,,108,101,Half DL,0.05
EB3,EB,,REP,1988,1988,5,24,8,SPRING,145.3,875.33,Half DL,1.4,,112,105,<RL,0.5
EB8,EB,,REG,1988,1988,5,24,8,SPRING,145.3,875.33,Half DL,1.4,,109,102,<RL,0.3
WB3,WB,,DUP,1988,1988,5,24,8,SPRING,145.3,875.33,Half DL,1.4,,106,99,,1.8
WB3,WB,,REG,1988,1988,5,24,8,SPRING,145.3,875.33,Half DL,1.4,,103,96,,1.8
WB3,WB,,REG,1988,1988,5,31,9,SPRING,152.4,882.38,Half DL,1.4,,115,108,,2
EB3,EB,,REG,1988,1988,5,31,10,SPRING,152.4,882.42,Half DL,1.4,,114,108,Half DL,0.05
EB3,EB,,REP,1988,1988,5,31,10,SPRING,152.4,882.42,Half DL,1.4,,114,108,Half DL,0.05
EB8,EB,,REG,1988,1988,6,7,8,SUMMER,159.3,889.33,Half DL,1.4,,113,106,Half DL,0.05
EB8,EB,,REP,1988,1988,6,7,8,SUMMER,159.3,889.33,Half DL,1.4,,111,104,Half DL,0.05
EB3,EB,,DUP,1988,1988,6,7,9,SUMMER,159.4,889.38,Half DL,1.4,,113,106,Half DL,0.05
EB3,EB,,REG,1988,1988,6,7,9,SUMMER,159.4,889.38,Half DL,1.4,,113,106,Half DL,0.05
WB3,WB,,REG,1988,1988,6,7,9,SUMMER,159.4,889.38,Half DL,1.4,,108,101,,1.4
EB3,EB,,REG,1988,1988,6,14,9,SUMMER,166.4,896.38,Half DL,1.4,,112,104,Half DL,0.05
EB3,EB,,REP,1988,1988,6,14,9,SUMMER,166.4,896.38,Half DL,1.4,,114,106,Half DL,0.05
WB3,WB,,REG,1988,1988,6,14,11,SUMMER,166.5,896.46,Half DL,1.4,,105,98,Half DL,0.05
EB3,EB,,REG,1988,1988,6,21,8,SUMMER,173.3,903.33,Half DL,1.4,,116,108,<RL,0.3
EB3,EB,,REP,1988,1988,6,21,8,SUMMER,173.3,903.33,Half DL,1.4,,116,108,<RL,0.3
WB3,WB,,REG,1988,1988,6,21,8,SUMMER,173.3,903.33,Half DL,1.4,,107,99,Half DL,0.05
EB8,EB,,REG,1988,1988,6,21,9,SUMMER,173.4,903.38,Half DL,1.4,,110,102,,2.1
EB3,EB,,REG,1988,1988,6,28,9,SUMMER,180.4,910.38,Half DL,1.4,,115,107,Half DL,0.05
EB3,EB,,REP,1988,1988,6,28,9,SUMMER,180.4,910.38,Half DL,1.4,,113,105,<RL,0.6
